  complexity    length         TE     TE_inf  expr_x                                                                                   expr_y                                                    index_column  method    exp_type    data_version    system      snr    init
           7        10  3.5965     3.5965     -0.132*x*y                                                                               0.366*x                                                              0  proged    numdif      all             predprey    inf       2
          11        17  2.2031     2.2031     -0.132*x*y                                                                               1.181*x - 0.286*y                                                    1  proged    numdif      all             predprey    inf       2
          12        22  1.9735     1.9735     -0.132*x*y                                                                               1.215*x - 0.407*y + 0.719                                            2  proged    numdif      all             predprey    inf       2
           9        15  2.52659    2.52659    -0.132*x*y                                                                               0.834*x - 1.072                                                      3  proged    numdif      all             predprey    inf       2
           6         8  4.17584    4.17584    -0.733*x                                                                                 0.366*x                                                              4  proged    numdif      all             predprey    inf       2
          10        15  2.49005    2.49005    -0.733*x                                                                                 1.181*x - 0.286*y                                                    5  proged    numdif      all             predprey    inf       2
           8        13  3.34182    3.34182    -0.733*x                                                                                 0.834*x - 1.072                                                      6  proged    numdif      all             predprey    inf       2
          15        24  0.818907   0.818907   -0.486*x*y + 2.684*x                                                                     1.181*x - 0.286*y                                                    7  proged    numdif      all             predprey    inf       2
          14        27  1.52679    1.52679    -0.477*x*y + 2.543*x + 0.17                                                              0.834*x - 1.072                                                      8  proged    numdif      all             predprey    inf       2
          36        68  0.546688   0.546688   0.115*x**3 - 1.717*x**2 - 0.908*x*y/(x + 0.684) + 5.0*x                                  -0.196*x**2 + 1.916*x - 0.421*y + 0.508                              9  proged    numdif      all             predprey    inf       2
          39        72  0.244303   0.244303   0.115*x**3 - 1.717*x**2 - 0.908*x*y/(x + 0.684) + 5.0*x                                  0.993*x*y/(x + 0.97) - 0.075*y**2 - 0.004                           10  proged    numdif      all             predprey    inf       2
          38        67  0.246112   0.246112   0.115*x**3 - 1.717*x**2 - 0.908*x*y/(x + 0.684) + 5.0*x                                  0.993*x*y/(x + 0.973) - 0.075*y**2                                  11  proged    numdif      all             predprey    inf       2
          35        63  0.605945   0.605945   0.115*x**3 - 1.717*x**2 - 0.908*x*y/(x + 0.684) + 5.0*x                                  -0.214*x**2 + 1.957*x - 0.339*y                                     12  proged    numdif      all             predprey    inf       2
          41        74  0.243793   0.243793   0.115*x**3 - 1.717*x**2 - 0.908*x*y/(x + 0.684) + 5.0*x                                  1.011*x*y/(x + 0.984) - 0.022*x - 0.076*y**2                        13  proged    numdif      all             predprey    inf       2
          48        93  0.108667   0.108667   0.004*x**5*y/(x + 5.0) - 2.502*x**3/(x + 5.0) - 1.094*x*y/(x + 1.133) + 3.498*x + 0.026  -0.196*x**2 + 1.916*x - 0.421*y + 0.508                             14  proged    numdif      all             predprey    inf       2
          55       106  0.050812   0.050812   0.004*x**5*y/(x + 5.0) - 2.502*x**3/(x + 5.0) - 1.094*x*y/(x + 1.133) + 3.498*x + 0.026  -0.008*x*y + 1.042*x*y/(x + 1.06) - 0.075*y**2 + 0.002              15  proged    numdif      all             predprey    inf       2
          50        92  0.0531517  0.0531517  0.004*x**5*y/(x + 5.0) - 2.502*x**3/(x + 5.0) - 1.094*x*y/(x + 1.133) + 3.498*x + 0.026  0.993*x*y/(x + 0.973) - 0.075*y**2                                  16  proged    numdif      all             predprey    inf       2
