  complexity    length        TE    TE_inf  expr_x                                                                                      expr_y                       index_column  method    exp_type    data_version    system      snr    init
          11        17  1.9896    1.98131   -0.171*x*y                                                                                  1.175*x - 0.355*y                       0  proged    numdif      all             predprey     30       1
          12        22  1.71343   1.7051    -0.171*x*y                                                                                  1.192*x - 0.506*y + 0.977               1  proged    numdif      all             predprey     30       1
           7        10  2.03961   2.035     -0.171*x*y                                                                                  -0.112*y                                2  proged    numdif      all             predprey     30       1
           6         8  2.1803    2.17474   -0.963*x                                                                                    -0.112*y                                3  proged    numdif      all             predprey     30       1
          15        24  0.817387  0.817026  -0.43*x*y + 2.304*x                                                                         1.175*x - 0.355*y                       4  proged    numdif      all             predprey     30       1
          16        29  0.642933  0.639229  -0.43*x*y + 2.304*x                                                                         1.192*x - 0.506*y + 0.977               5  proged    numdif      all             predprey     30       1
          14        25  1.54109   1.53359   0                                                                                           1.192*x - 0.506*y + 0.977               6  proged    numdif      all             predprey     30       1
           9        13  2.02421   2.02046   0                                                                                           -0.112*y                                7  proged    numdif      all             predprey     30       1
          38        79  0.200093  0.18352   -1.506*x**3/(0.549*x + 1)**2 - 0.289*x*y + 3.688*x - 1.243*x/(x + 0.371) - 0.124*y + 0.504  1.192*x - 0.506*y + 0.977               8  proged    numdif      all             predprey     30       1
          30        53  0.568658  0.559749  0.101*x**3 - 1.626*x**2 - 1.083*x*y/(x + 1.008) + 5.0*x                                     1.175*x - 0.355*y                       9  proged    numdif      all             predprey     30       1
