	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	6	8	2.507066795275885	2.6944531292855656	-0.034*y	1.404*x	0	proged	numdif	all	glider	13	3
1	10	18	1.7386843262211216	1.6289173914538475	1.388*cos(4.833*x*y)	1.404*x	1	proged	numdif	all	glider	13	3
