  complexity    length          TE      TE_inf  expr_x                                                              expr_y                                                 index_column  method    exp_type    data_version    system      snr    init
           6         8  0.423074    0.423074    -0.19*x                                                             1.005*x                                                           0  proged    numdif      all             glider      inf       0
           8        13  0.378915    0.378915    -0.19*x                                                             5.0 - 0.127*y                                                     1  proged    numdif      all             glider      inf       0
          11        21  0.355334    0.355334    -0.19*x                                                             1.645*cos(0.121*y) + 3.42                                         2  proged    numdif      all             glider      inf       0
          14        28  0.209696    0.209696    -0.307*x - 0.998*sin(0.997*y) + 0.395                               1.005*x                                                           3  proged    numdif      all             glider      inf       0
          35        72  0.0103041   0.0103041   -0.048*x**2 + 0.001*y - 0.982*sin(1.0*y) - 0.03                     0.997*x - 0.005*y*cos(1.0*y)/sin(0.005*x*y) + 0.009               4  proged    numdif      all             glider      inf       0
          15        26  0.0699678   0.0699678   -0.05*x**2 - 0.982*sin(1.0*y)                                       1.005*x                                                           5  proged    numdif      all             glider      inf       0
          23        46  0.0495188   0.0495188   -0.05*x**2 - 0.982*sin(1.0*y)                                       -0.098*y - 0.76*sin(0.752*x) + 5.0                                6  proged    numdif      all             glider      inf       0
          21        41  0.0628177   0.0628177   -0.05*x**2 - 0.982*sin(1.0*y)                                       0.621*x*cos(0.072*y) + 2.063                                      7  proged    numdif      all             glider      inf       0
          27        55  0.0380757   0.0380757   -0.05*x**2 - 0.982*sin(1.0*y)                                       0.109*x - 0.116*y + 0.409*sin(0.102*x*y) + 4.738                  8  proged    numdif      all             glider      inf       0
          31        60  0.0190077   0.0190077   -0.05*x**2 - 0.982*sin(1.0*y)                                       0.997*x - 0.005*y*cos(1.0*y)/sin(0.005*x*y) + 0.009               9  proged    numdif      all             glider      inf       0
          40        86  0.00592624  0.00592624  0.12*x*cos(0.472*x) - 0.134*x + 0.004*y - 0.98*sin(1.001*y) - 0.16  0.997*x - 0.005*y*cos(1.0*y)/sin(0.005*x*y) + 0.009              10  proged    numdif      all             glider      inf       0
