,0,1,2,3
245,2.45,-7.527363784513146,-6.396668153250557,27.3488599767112
246,2.46,-7.419331967712783,-6.390654394868977,27.100521675579845
247,2.47,-7.321858951667789,-6.402122438064939,26.852438141134936
248,2.48,-7.2355733050758495,-6.430439982263324,26.606517407708157
249,2.49,-7.160981798702702,-6.474940138156262,26.36456687697687
250,2.5,-7.098478465672882,-6.534936403686582,26.128300589212444
251,2.5100000000000002,-7.048354003306421,-6.609733097545722,25.899347625669936
252,2.52,-7.010805063562464,-6.698631510374272,25.679260949875193
253,2.5300000000000002,-6.98594305093828,-6.800932108949211,25.46952610185812
254,2.54,-6.973802117158489,-6.915933171658812,25.271569251277892
255,2.5500000000000003,-6.974346108667682,-7.042926253983444,25.086764189922572
256,2.56,-6.98747428448771,-7.181188888729225,24.91643790076623
257,2.57,-7.01302567787639,-7.329974925343457,24.76187438086631
258,2.58,-7.050782025709965,-7.488502912394087,24.62431642155291
259,2.59,-7.100469235403083,-7.655942932752661,24.504965065227136
260,2.6,-7.161757401689733,-7.831402316672751,24.404976468143445
261,2.61,-7.23425942616107,-8.01391068696413,24.325455907859514
262,2.62,-7.317528332673726,-8.202404834867963,24.267448688364738
263,2.63,-7.411053413114747,-8.395713985543626,24.231927721400318
264,2.64,-7.514255381932966,-8.592546087229056,24.219777605929465
265,2.65,-7.626480765330689,-8.791475845065465,24.23177509592036
266,2.66,-7.74699580262041,-8.990935313895895,24.268565946553373
267,2.67,-7.874980192820672,-9.189207956044784,24.3306382667889
268,2.68,-8.009521078058327,-9.384427149030932,24.418292686945502
269,2.69,-8.149607714616955,-9.574580180359277,24.531609875912377
270,2.7,-8.29412733908085,-9.757518774814042,24.670416212698537
271,2.71,-8.44186278616501,-9.930977145053797,24.834248724764247
272,2.72,-8.591492450206232,-10.092598418614413,25.02232073789928
273,2.73,-8.741593196449314,-10.239970055168374,25.233490018368716
274,2.74,-8.890646812759162,-10.370668512533836,25.46623149796412
275,2.75,-9.037050538634158,-10.482312942113303,25.71861691865434
276,2.7600000000000002,-9.179132108553397,-10.572627099664262,25.98830387160095
277,2.77,-9.315169594829403,-10.639507967003828,26.27253668783755
278,2.7800000000000002,-9.44341612902495,-10.681098834674332,26.568161421260037
279,2.79,-9.562129323177434,-10.695863854552247,26.8716567142068
280,2.8000000000000003,-9.669604911574305,-10.68266041219651,27.179181636800603
281,2.81,-9.764213806715848,-10.640805180147405,27.48664065497579
282,2.82,-9.844441432548987,-10.570129485566786,27.789764753565557
283,2.83,-9.908927893147457,-10.471019736719418,28.084206500300233
284,2.84,-9.95650728829505,-10.344439153914053,28.36564559624718
285,2.85,-9.986244331343642,-10.191927951668859,28.62990035202524
286,2.86,-9.997466387152377,-10.015580379132935,28.873039696109696
287,2.87,-9.989789147616067,-9.817998550930367,29.091489885095182
288,2.88,-9.963134404913346,-9.602224649867026,29.2821301320051
289,2.89,-9.917738758235059,-9.37165468538213,29.442371928508376
290,2.9,-9.854152572676009,-9.129938370215413,29.570217875969696
291,2.91,-9.77322905978806,-8.880870675540496,29.66429726015682
292,2.92,-9.67610391951819,-8.628281131007853,29.72387725516857
293,2.93,-9.564166521378366,-8.375926902597309,29.748850344357344
294,2.94,-9.439024060911212,-8.127395129461346,29.739700118383972
295,2.95,-9.30246046779169,-7.886019016484907,29.697448896880474
296,2.96,-9.15639204042733,-7.654810894976619,29.6235915108473
297,2.97,-9.00282183114763,-7.436414036990708,29.52002002657875
298,2.98,-8.8437947143412,-7.23307359612437,29.388944196697334
299,2.99,-8.681354858733437,-7.046625784036932,29.23281204843543
300,3.0,-8.51750702501423,-6.878503375154951,29.054234357194815
301,3.0100000000000002,-8.354182756132765,-6.729754916098225,28.8559159148273
302,3.02,-8.193212154396521,-6.601074612633932,28.640595596115055
303,3.0300000000000002,-8.036301577675301,-6.492839751457431,28.410996348030466
304,3.04,-7.885017260656714,-6.405152638045603,28.169785445620793
305,3.0500000000000003,-7.740774592682973,-6.3378843332611945,27.919544720391357
306,3.06,-7.604832570078659,-6.2907178858511825,27.662749991349855
307,3.0700000000000003,-7.478292790019039,-6.263189225861014,27.401758613751497
