  complexity    length       TE    TE_inf  expr_x                                                                                    expr_y                 expr_z                     index_column  method    exp_type    data_version    system      snr    init
           9        12  5.89247   5.89247  1.217*y                                                                                   -1.434*x               0.422*y                               0  proged    numdif      all             lorenz      inf       2
          11        17  5.09402   5.09402  2.018*y - 11.4                                                                            -1.434*x               0.422*y                               1  proged    numdif      all             lorenz      inf       2
          19        30  4.65834   4.65834  2.018*y - 11.4                                                                            -1.434*x               1.112*x**2 - 0.113*z**2               2  proged    numdif      all             lorenz      inf       2
          23        37  2.76938   2.76938  -8.023*x + 8.006*y                                                                        -0.696*x*z + 18.596*x  0.722*x*y - 1.936*z                   3  proged    numdif      all             lorenz      inf       2
          27        46  2.74634   2.74634  -7.618*x - 0.049*y*z + 8.916*y                                                            -0.696*x*z + 18.596*x  0.722*x*y - 1.936*z                   4  proged    numdif      all             lorenz      inf       2
          48        90  2.71018   2.71018  -0.09*x**2*y/(x + 30.0) + 0.28*x*z - 24.665*x*z/(z + 13.477) + 8.978*y - 0.233*z + 5.826  -0.696*x*z + 18.596*x  0.722*x*y - 1.936*z                   5  proged    numdif      all             lorenz      inf       2
