bacres_all_len100_snrinf_init0_obsxy,bacres_all_len100_snr30_init0_obsxy,bacres_all_len100_snr13_init0_obsxy,bacres_all_len100_snrinf_init1_obsxy,bacres_all_len100_snr30_init1_obsxy,bacres_all_len100_snr13_init1_obsxy,bacres_all_len100_snrinf_init2_obsxy,bacres_all_len100_snr30_init2_obsxy,bacres_all_len100_snr13_init2_obsxy,bacres_all_len100_snrinf_init3_obsxy,bacres_all_len100_snr30_init3_obsxy,bacres_all_len100_snr13_init3_obsxy
12.638806104660034,17.654320240020752,29.98613739013672,744.4903166294098,287.868882894516,28.522840976715088,19.492724180221558,25.27034854888916,26.707323789596558,17.105920791625977,20.395278692245483,21.51802706718445
0.22007360462068004,7.958311915718958,5.546389455231355,0.3451775139678324,,inf,0.4467690871249933,3.1785538884710878,,0.15457975297226068,3.5460447249516776,
0.8400669308169996*(0.03951635028682724*x_0 + 0.03450190344652977*(0.93150133750629448 - 0.0158337713316539*x_1)*(3.88719086192104*x_1 - 155.03257835779529) - 1)**2 - 0.8,(1.660043903398465e-6*sin(7.905369459603558*x_1 - 329.26380651483485) - 0.0021268198424645515)*(0.1665602884115127*x_0 + 0.07780730629331938*x_1 - 32.185079658220953 + 20.635668689296768/(-0.35549890482934254 - 0.000993302294320856/(18.852870180954402 - 0.508548518730178*x_1))),-6.5924634020467404e-10*x_0 - 1.168033961946807e-8*(-cos(0.80029396793089532*x_1 - 32.518226240397952 + 4.185863169646555/(0.0870494838046609*x_0 - 1.243472537093394)) - 0.004172176244509783)**3 + 0.7321886393501639,0.009*Abs((0.01934517138925274*(0.3815510739828072*x_0 - 1)**2 - 0.9510000000000001)*(-2863.8451098393332*(0.0014998057862151783*x_0 - 0.018733258601272395*x_1 + 1)**3 - 0.5940000000000001)) - 0.8460000000000001,-3.010805975611419e-6*x_0 + 4.0806614658907704e-5*(1.586260518490076 + 84.2043104395689/(-0.178869785201389*x_1 - 42.208894646682971))*sin(0.3335391138115616*x_0 + 0.5609290404148444*x_1 - 0.6999304227567162*Abs(1173.6504763849086*(1 - 0.070546451885753488/(47.6327991186361 - 3.008142821412981*x_0))**3 + 0.012965657026056116) - 115.58447628943956) - 9.30538064677985e-6*cos(3.898033557427446*x_1 - 146.99583103362923) + 0.9267870257788677,(-1.5080751369948268e-5*sin(3.812195238236526*x_1 - 147.43196442870303) - 0.007499826341373803)*(0.0641493195438324*x_1 - 0.1751425572864127*sin((2.2899146730307742 - 0.151135030600801*x_0)*(-2.414378339692193*x_0 + 61.70143924404087 - 16.540823025973616/(0.2605975294408693*x_0 - 3.4820676048762795))) - 216.34077113235284),31.23576060067013*(-0.016546954515600266*x_0 - 0.0148493201960152*x_1 + 1)**3 - 0.8200000000000001,(3.8459604688170235e-5*cos((0.1053703926920647*x_1 - 6.5267413892440059)*(2.662038027881442*x_1 - 93.604698995195024)) - 0.009078062424631612)*(0.04733132790867219*x_0 + cos(3.8730171204105043*x_0 + 0.96131133398691314*x_1 - (391.2007899523391 - 28.624279640250618*x_0)*(0.5248914648853026*x_1 - 19.210593289887973) - 71.706206137782933) - 79.661057030156678),(0.28501960686575534*x_0 - 0.0097628418575696867*x_1 + 94.97490563119012)*(-(0.016555538491898857 - 6.125113297344201e-7*cos(8.767268522148868 - 36.66625275064877/((0.24166535400737812 - 0.007627524045243182*x_1)*(82.112989944679578 - 1.6363093118658775*x_0))))*(0.0007777321631329344*cos(0.10496288207926576*x_1 - 3.7302189129797247) - 2.797388157037745) - 2.382828369907214e-6*cos(17.353973198338819*x_0 - 253.25361904657455) - 0.0435289899234095),31.279193867735214*(-0.016509811278195194*x_0 - 0.014801752878946485*x_1 + 1)**3 - 0.8270000000000001,-3.918201424183146*sqrt(0.5269056573435848*Abs(-4.9077299151842073e-8*x_0 + 6.4939775317168075e-9*x_1 + 35.057349409105227) + 1) + 1.0999671930032333e-8*sin(244259.09390113274*(0.00062019031179562299*x_1 + 1)**2*(-0.052590820658345616*x_0 - 1.2023098322217403e-5*x_1 + 1)**2 - 0.5057808887368122) + 17.974617514763021,(0.0097248973834834985*x_1 - 0.35852969296005724)*(0.001082605930802441*x_0 + 0.038806655084216854*(1 - 0.064896197722321677*x_0)**2 - 0.017214762985188799) + 0.08030254406898406 - 1.8241651233238629e-6/((5.9840280856302077 - 0.27749206605639895*x_0)*(1.2268611158827343*tan(12.20307187811247*x_0 - 172.09443933941987) - 0.16346133055511572))
-0.0747908188850673*x_1 + (0.0057565671026688415 - 0.00671351904462126*x_1)*(17.90841385768292 - 0.824643551930678*x_0)*(2.312235295451268*exp(-0.05589250740863485*x_0 - (0.0002634278013111888*x_0 + 0.0061737011287957332)*(0.00060089162203626623*x_1 - 2.8639654757583637)) + 0.49500000000000005) + 9.812896567710982,-8.6079452450531224e-8*x_0 - 1.201386669660853e-8*x_1 - 1.18047226808199e-10*tan(0.6567449106149174 - 70.49549122874998/(0.10164317374568134*x_1 - 4.0737125683417764)) + 4.5238826640016586,2.0578334667253076e-7*tan(0.07731232924423963*x_1 - 66.574886004318862 + 56.74208801200374/(30483.554733056509*(0.0053424155923199938*x_1 - 1)**2 + 0.029920316377211577) + 5.390438633270087/(0.0066752735996607904 + 0.0735407483758413/(0.46205474383756531*x_0 - 3.4640025353734743*x_1 - 19.672157625278924*sqrt(0.028185983826877391*x_1 + 1) + 226.06436166975721 - 9.071484164072835/(0.0006521047435051383*x_0 - 0.023603008064617814)))) + 8.075590258806457,8.114743457031304*sqrt(0.08136993151428546*x_0 - 0.03168395547497385*x_1 + 1) - 3.0,1.3859631962276205e-7*tan((-0.08212307781537077*Abs(0.3953295694997851*x_0 + 68.81645181243734) - 68.6021311397451)*(0.090392225090484177*x_0 + 0.3943649604600279*cos(-0.1916513283925751*x_1 + (3.0917003598821055 - 0.05688292159394229*x_1)*(6.2603022850590879 - 0.0030104563353424549*x_1) + 52.5184334714685) - 1.0914475187451544)) + 4.059496826916148,(-9.089370160317808e-13*tan(2.241237030060499*x_0 - 30.057580516978551) - 0.00028007336482686)*(0.07485900837397553*x_1 + (149.77371293915823 - 5.638687879812362e-6*cos(5.049084030292129*x_1 - 192.9045724641758))*(-7.812079293532514e-7*x_0 - 0.000499914825146823*x_1 - 87.233173026233327) - 5.240860405615937),0.015586142687096992*x_0 - 0.05856799916776905*x_1 + (0.089383263396034001 - 0.0041831501497588571*x_0)*(20.464997745352332 - 2.6945733457414661*x_1) + 9.192157706997436,-6.8144986503460752e-5*x_1 - 6.149813848645592e-6*cos(38.594751614175045*x_0 - 575.41742690100011) + 5.1147946185213793 - 0.4089679462866908/(0.1927100308528726*x_1 + (23.327003849820401 - 0.52645909491213591*x_0)*(8.23464201933311*sqrt(0.0014208365411953245*sin(0.60740673027905078*x_0 - 9.045979835643863) + 1) - 6.196474548251967) - 7.3762478767775448),8.7783923291909014e-8*x_0 - 3.8199554278816085e-12*(-1.7596799638450561*x_0 + (88.79600147510929 + 9.324522789450468/(166.01991870105949 - 12.126170540183056*x_0))*(3.3727933261070387*x_1 - 135.84726340440072) + 31.09671044586604)*tan(4.88435537477709*Abs(9.8847760109419559*x_0 - 135.21207989694519) + 0.041665336769228296) - 1.0817650775449427e-7*cos(5.198717976990002*x_1 - 199.90742163448232) + 2.8491933129418426,8.3636352875171751*sqrt(0.070404217832260755*x_0 - 0.029747005232639061*x_1 + 1) - 3.0,(3.670373978246111e-5*x_0 - 8.344456245915297e-5*sin(6.112635535456299*x_1 - 333.13524977010982) + 0.045192413433314586)*(-(-2.023166342312898e-7 - 1.1353613643912766e-7/(0.07385658378134179*x_1 - 2.7151261678529579))*(18513860.212467645*(1 - 0.024398986636716092*x_1)**3 - 64.05039098561555) + sin(0.5556336324940588*x_1 - 21.250402793775352) + 100.60491329139174),0.04535679069418014*x_0 + 18.14841665188962*arctan(0.03525398961225249 - 0.002499465137109834*x_0) + 2.1053171749637704e-6*sin(10.156020100931484*x_0 - 143.24673780170143) + 5.5708202564362389 + 3.466364161193279e-8/(1.6822614363976904*cos(-0.26535638089809267*x_1 + (0.8259209721989968 - 0.00045013931276781526*x_1)*(14.92799743876696*x_0 + arctan(2.100367676328191*x_0 - 29.72170478468422) - 178.72618582136792) + 9.4985164529943124) + 0.053178424974707574)
,,,,,,,,,,,
