t,x,y,dx,dy
0.0,0.7572405632658598,0.7596435039610915,4.888979874115325,-0.4889273488170376
0.1,1.2461385506773923,0.7107507690793877,4.165783471918734,-0.2573791291226857
0.2,1.5903972576496066,0.7081676781365543,1.681008010142978,-0.3972703956156576
0.30000000000000004,1.582340152705988,0.6312966899562562,0.17673212684422124,-0.3064178587755745
0.4,1.6257436830184508,0.6468841063814394,0.034604071176226325,0.20113706314572266
0.5,1.5892609669412332,0.6715241025854007,-0.685000745768527,0.1142987951621871
0.6000000000000001,1.4887435338647454,0.6697438654138769,-0.8991523157740733,-0.5004181858905926
0.7000000000000001,1.4094305037864185,0.5714404654072822,-0.2830523671753682,-0.3607376004343654
0.8,1.4321330604296718,0.5975963453270038,1.0087970486030096,0.283096124042414
0.9,1.6111899135070205,0.628059690215765,-0.18973771580491405,-0.0856541084210416
1.0,1.394185517268689,0.5804655236427955,-0.1530083062732257,-0.2660778179387374
1.1,1.5805882522523753,0.5748441266280175,-0.5685173711542435,-0.1478188828190935
1.2000000000000002,1.2804820430378403,0.5509017470789768,-0.22618266658965713,-0.22361497065372216
1.3,1.5353517189344439,0.5301211324972731,1.4295991510900152,0.010058234985583225
1.4000000000000001,1.5664018732558433,0.5529133940760934,0.4343399467610043,-0.1646447338312318
1.5,1.6222197082866447,0.49719218573102675,-0.574681411183956,-0.21083216408626038
1.6,1.4514655910190521,0.5107469612588413,-1.2014181574938498,-0.022308339340693095
1.7000000000000002,1.3819360767878748,0.49273051786288813,-1.2499973837678258,0.07748035437869949
1.8,1.201466114265487,0.5262430321345812,-0.09839781122193414,0.22042286261946042
1.9000000000000001,1.362256514543488,0.5368150903867802,0.810883946961346,-0.13467809022875643
2.0,1.3636429036577562,0.49930741408882995,0.1519901319774275,-0.4902116438286627
2.1,1.3926545409389735,0.43877276162104767,0.352193302912609,-0.2699850014745647
2.2,1.434081564240278,0.445310413793917,-0.12376543495904335,-0.08725920845470247
2.3000000000000003,1.3679014539471648,0.4213209199301072,-0.2125405511541545,-0.1864585896773907
2.4000000000000004,1.391573454009447,0.40801869585843886,0.045961990482814574,-0.10907056018320926
2.5,1.3770938520437277,0.3995068078934653,-0.3196137177359404,0.009104648344484545
2.6,1.327650710462259,0.40983962552733577,0.37238943882585307,-0.14554193947038024
2.7,1.4515717398088983,0.3703984199993893,-0.49593747597976856,-0.333558916772842
2.8000000000000003,1.2284632152663053,0.34312784217276737,-1.2055498441069568,-0.3556418110224588
2.9000000000000004,1.210461770987507,0.2992700577948975,0.4615596569357949,-0.4318858919083701
3.0,1.3207751466534643,0.25675066379109335,1.6687367905452022,0.2522285295772572
3.1,1.5442091290965474,0.34971576371034896,0.6109955928197208,0.008248132792993135
3.2,1.4429742652174085,0.258400290349692,-1.448286171510671,-0.5575615398863232
3.3000000000000003,1.2545518947944132,0.23820345573308432,-1.4784084179373125,-0.15396016781803093
3.4000000000000004,1.147292581629946,0.2276082567860858,0.4507731936056736,0.03229904690292343
3.5,1.344706533515548,0.244663265113669,0.3923270452662897,0.010082438128874993
3.6,1.225757990683204,0.2296247444118608,-0.29227787531856175,-0.04605755115409657
3.7,1.2862509584518356,0.2354517548828497,0.6448035612476022,-0.24944741597867456
3.8000000000000003,1.3547187029327243,0.17973526121612587,-0.4712917428227137,-0.17870663490521854
3.9000000000000004,1.1919926098872928,0.199710427901806,-0.4821046816989383,0.04448895206442316
