t,x,y,z,dx,dy,dz
0.0,-3.7706637533941088,-0.2937384967951644,-1.056978151001442,-13.934165673621672,-101.44950359336586,21.617989678625385
0.1,-5.164080320756276,-10.438688856131751,1.1048208168610967,-53.119742311465856,-132.06879457971075,92.2703723435934
0.2,-14.39461221568728,-26.707497412737318,17.39709631771724,-66.6873846267261,12.115160093085162,239.57224299391186
0.30000000000000004,-18.5015572461015,-8.015656837514719,49.01926941564347,56.253907611413226,182.7684780010158,88.23894210823593
0.4,-3.143830693404634,9.846198187465845,35.04488473936443,116.42469562049958,84.50673396722857,-103.98542030101937
0.5,4.783381877998419,8.885689955930996,28.222185355439596,51.77339374923721,-6.1233188913958525,-43.41110492812252
0.6000000000000001,7.210848056442809,8.621534409186674,26.362663753739923,17.491598423929346,1.2323549135341327,-9.7021854397771
0.7000000000000001,8.281701562784288,9.132160938637822,26.281748267484176,8.59464042203187,3.526136231342223,4.161981668830315
0.8,8.929776140849183,9.326761655455119,27.195060087505986,3.5591296887670154,-2.0448099407909037,8.63474387831026
0.9,8.993527500537692,8.723198950479642,28.008697043146228,-2.139181766665299,-7.1848638663048225,3.1041345159261624
1.0,8.501939787516124,7.889788882194154,27.81588699069122,-5.05912577300391,-5.413045559319052,-5.8045010468336855
1.1,7.98170234593691,7.640589838615831,26.84779683377949,-2.923627922993437,1.2367920304197666,-9.047479931650582
1.2000000000000002,7.917214202917436,8.137147288278108,26.006391004361102,1.8943711340581704,6.605195517229356,-4.106623364252844
1.3,8.360576572748544,8.961628942061703,26.026472160928922,5.09064975669459,6.207942907279866,4.845235930315752
1.4000000000000001,8.935344154256354,9.378735869734081,26.975438190424253,3.593388251772751,-0.371130315177286,9.748121215106984
1.5,9.079254223103094,8.887402879026245,27.97609640395032,-1.594145243576035,-7.017724181191931,5.008697599206133
1.6,8.616515105541147,7.975191033495695,27.97717771026548,-5.29128131190264,-6.569516808451454,-4.726603910992431
1.7000000000000002,8.020997960722566,7.5734995173359545,27.030775621751832,-3.8260043786135967,0.0326506603155341,-9.635380695440663
1.8,7.851314229818428,7.981721165558802,26.050101571177347,1.1173945165391697,6.350707021339779,-5.748939045330985
1.9000000000000001,8.2444768640304,8.84364092160391,25.880987812685635,5.1083947596091495,7.195953604070682,3.5262984618226234
2.0,8.872993181740258,9.420911886372938,26.75536126354187,4.474650654589523,1.0944899391786578,10.125942532348304
2.1,9.139406994948304,9.062538909439642,27.906176319155296,-0.6743799616201418,-6.639901855180854,6.852969734584828
2.2,8.73811718941623,8.092931515336767,28.125955210458837,-5.293710757064494,-7.67181491196796,-3.348541386972226
2.3000000000000003,8.080664843535406,7.52817592704605,27.23646804176085,-4.69940725510491,-1.3421673659162137,-9.977734090589845
2.4000000000000004,7.798235738395247,7.824498042153524,26.13040839234087,0.21041613744128718,5.856484191341478,-7.391224908657517
2.5,8.122748071023663,8.699472765314345,25.758223060029348,4.948322538697623,8.030535924368975,1.9326030394185167
2.6,8.787900246134772,9.43060522702732,26.51692900022457,5.291522340767321,2.6918226713107973,10.154646166987664
2.7,9.181052539177127,9.237837299576505,27.78915229342688,0.39323330863070716,-5.9384582583196455,8.67742442977649
2.8000000000000003,8.866546907860913,8.24291357536339,28.25241388617987,-5.091705634503247,-8.643010005515634,-1.6409453958200615
