t,x,y,z,dx,dy,dz
0.0,-1.5358271170129054,-4.228781286494872,5.669481205835179,-0.14831653446736315,-36.20623295866183,57.83240276395219
0.1,-1.5506587704596417,-7.849404582361055,11.452721482230398,-33.74493985672545,-68.07616004203695,15.716985969987887
0.2,-8.284815088357997,-17.84401329490226,8.812878399832757,-90.27950374509079,-66.21646770606216,187.321281166001
0.30000000000000004,-19.606559519477802,-21.092698123573488,48.916977715430605,-11.264305199764522,105.5266617210979,133.18253612735882
0.4,-10.5376761283109,3.261319049317317,35.44938562530452,86.29461539355583,135.92994792807627,-106.6512662189827
0.5,-2.3476364407666344,6.093291462041769,27.586724471634064,76.30628826930074,41.09919226717584,-69.54127292100313
0.6000000000000001,4.723581525549249,11.481157502752485,21.541131041103895,39.669220091152724,12.86335487720768,-23.43054433380626
0.7000000000000001,5.586207577463911,8.665962437483305,22.90061560487281,15.157323346779647,-29.545618948363696,56.63114729573696
0.8,7.755046194905178,5.572033713079745,32.86736050025129,36.256806593759386,17.460831536655714,92.41338382786111
0.9,12.837568896215789,12.158128744814448,41.383292370445034,20.264718338128088,13.750616467418903,-46.97388998612066
1.0,11.807989862530796,8.322157006563526,23.472582503027155,-4.229242625882819,-28.393941653037373,-78.85937881673168
1.1,11.991720371039225,6.479340414206973,25.611416607098697,-21.417126366445547,-23.084568915802148,-77.46027613013328
1.2000000000000002,7.524564589241686,3.7052432234030954,7.980527277000498,-33.21841715295057,21.671666967509875,35.078064493528345
1.3,5.34803694044911,10.813673807708948,32.627029505804366,28.43581410882696,42.19507433436225,67.91012514913743
1.4000000000000001,13.211727411007079,12.144258090275546,21.562552306827985,25.738308032214196,-4.141127566984446,-50.903763536541646
1.5,10.49569854689195,9.985448294312059,22.446276798496037,12.813743169655947,-4.821857869945312,-9.915118255891127
1.6,15.774476044938268,11.179886516286484,19.57952865564976,-36.32725724585041,-30.919817173840606,86.32532448397647
1.7000000000000002,3.2302470977218665,3.8014848595439377,39.71134169529133,-71.33258242812275,-17.886763470158236,-3.924649865848444
1.8,1.5079595593137176,7.602533822254836,18.79459868248007,13.342778320200036,3.7829892582189517,-87.10103837277985
1.9000000000000001,5.898802761761874,4.558082711187728,22.29113402073536,21.487913563593594,40.64514531663698,58.050249844906396
2.0,5.805542272032437,15.731562885582232,30.40464865146135,23.801636263303624,55.33539166945783,29.57521674174478
2.1,10.6591300144226,15.625161045079293,28.206177369084315,31.73719331541907,-21.48457169798176,95.01824342805911
2.2,12.15298093511625,11.43464854598588,49.40829733707317,-18.69085638497248,-56.664681210752086,40.048842146004624
2.3000000000000003,6.920958737428103,4.292224802928877,36.21594579828524,-31.95082853958321,-22.1613218729369,-144.17092716992775
2.4000000000000004,5.762815227199608,7.0023841713985,20.57411190308762,-12.809675805329762,20.789561162698703,-27.999394138057827
2.5,4.3590235763621505,8.450137035468618,30.616066970673675,-20.37832946365184,7.648815946249172,65.28027342103975
2.6,1.6871493344692396,8.532147360648334,33.63016658729557,22.515616752282973,20.607542843197812,36.503983799762715
2.7,8.862146926818745,12.57164560410818,37.91686373062622,45.861963459799924,25.1755381867203,16.333165358519395
2.8000000000000003,10.859542026429224,13.567254997992395,36.89679965899945,8.032807984229864,-35.25141852912258,-78.53946863220723
2.9000000000000004,10.468708523664718,5.521361898283663,22.20897000418477,-7.872221307912914,-7.763910421588998,-25.127202714287904
3.0,9.285097764846642,12.014472913674595,31.871359116141868,-42.68063899920828,6.406000584923706,2.645093339803246
3.1,1.9325807238230621,6.802562015268404,22.73798867214542,-11.14271297224656,-10.483964658666656,-13.973537264993716
3.2,7.0565551703973295,9.917679981941264,29.076651663143124,53.5326355706225,26.380184578265553,16.849308971696644
3.3000000000000003,12.639107837947563,12.078598930921515,26.10785046648475,37.292979101468696,17.285043359252406,-42.97067317988599
3.4000000000000004,14.515150990691069,13.374688653791745,20.482517027165926,-18.349142582767957,-11.157208764846986,47.271036754891504
3.5,8.969279321393971,9.847157177952118,35.56205781746305,-35.95439030919531,-52.7772088545402,50.79165981114391
3.6,7.3242729288520065,2.8192468828837063,30.64084898939471,-25.14432756934733,-1.2729829259651648,-45.43645331319373
3.7,3.9404138075245054,9.592560592759085,26.474767154824303,-9.806384998253636,28.747150977692243,-35.6182758001278
3.8000000000000003,5.362995929201279,8.568677078422155,23.51719382936915,11.25749231535674,9.72694511048596,-2.6452807684818858
3.9000000000000004,6.191912270595854,11.537949614856277,25.945711001127925,10.263675993074646,37.75219762992727,-44.555813937230695
4.0,7.415731127816208,16.11911660440761,14.606031041923009,33.19486289806241,-15.222726100505781,31.152937027997183
4.1000000000000005,12.830884850208337,8.493404394755121,32.17629840672736,10.545504578319376,-51.096933275288315,155.7756588867329
4.2,9.524832043480083,5.899729949349945,45.76116281926959,-53.387890891621744,-30.95068920028528,27.06480992325634
4.3,2.153306671883988,2.303266554698065,37.58926039137863,-20.99360087008721,-7.547254585685601,-100.88177350357554
4.4,5.3261118694626415,4.390279032212825,25.584808118554484,27.109577115518963,49.72677179586501,-127.82009838869911
4.5,7.575222094987781,12.248620913871067,12.02524071363881,3.8683576014660837,42.294602605096294,13.795884193657209
4.6000000000000005,6.099783389755858,12.849199553232085,28.343984957285926,20.261853005955455,1.5443435233988723,75.72290735906176
4.7,11.627592696178873,12.557489618550841,27.169822185451164,11.942525415265672,-32.47164189999982,-27.864082614440626
4.800000000000001,8.488288472808993,6.35487117323212,22.7711684343978,-46.42112430117827,-50.14657548632869,-26.182652889058264
4.9,2.3433678359432193,2.528174521285102,21.93329160763951,-22.952565889752908,-5.5494824294641365,-0.4455947415749506
5.0,3.897775294858411,5.244974687339293,22.68204948608281,-2.796917436721531,5.5273780587576455,-29.92089699145416
5.1000000000000005,1.783984348598913,3.6336501330366313,15.949112209348678,12.1399184177017,65.0940950375573,17.39262997397674
5.2,6.325758978398751,18.263793694850754,26.16057548087816,38.36942797931851,23.53596907756719,2.051045533034026
5.300000000000001,9.457869944462615,8.34084394855007,16.359321315955484,43.31258436876497,-32.56382310543964,-37.0483695378978
5.4,14.988275852151746,11.751029073762826,18.7509015732986,0.7073870932248472,-26.501754230263323,6.5640399480916045
5.5,9.599347363107585,3.040493102497405,17.672129305573804,-55.57415251294633,-45.516857308159096,95.14696844476087
5.6000000000000005,3.8734453495624805,2.647657612131005,37.780295262250775,-22.099923662737186,19.926244359007214,-40.373307865222614
5.7,5.1793626305601475,7.025741974298848,9.597467732529282,-17.19611104099283,14.933243105609181,-70.82106855843094
5.800000000000001,0.4342231413639146,5.6343062332528415,23.616081550564587,3.346614450935985,33.468624192905864,13.262691018380632
5.9,5.8486855207473445,13.719466812880022,12.250005936205408,76.29963275163998,33.10990366569989,57.64863972503093
6.0,15.694149691691912,12.25628696639282,35.145809495570774,52.69055545885235,-50.47659266613195,170.48452096491252
6.1000000000000005,16.386796612517816,3.6241482796536326,46.34691012918791,-38.52984928946208,-55.36197417823734,-36.22223778853826
6.2,7.988179833799496,1.18389213074535,27.901361937863122,-80.03479996952554,-16.322309303406175,-134.42938194542924
6.300000000000001,0.379836618612706,0.3596864189723976,19.46103374010206,-19.906474066206066,56.213503202673856,-21.35659427764944
6.4,4.006885020558283,12.426592771280122,23.630043082333234,43.08356047005617,52.43754937302383,3.006110756322009
