	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
9	186	34	212	1.7941003586909279	1.7866554448039023	x2*(2.705*x1/(-x1 - 6.441 - 10.85/x1) - 2.84) - 0.007	-x1*(0.879*x1*(x2 - 0.413) - 2.884) - 0.167	186	dso	allonger	stl	13	2
8	184	31	172	1.8853043838225032	1.8829402627658263	x2*(2.705*x1/(-x1 - 6.441 - 10.85/x1) - 2.84) - 0.007	x1*(-x1*(x2 - 0.18) + 2.886)	184	dso	allonger	stl	13	2
7	183	29	150	2.0141973990556306	2.01816958459648	x2*(2.705*x1/(-x1 - 6.441 - 10.85/x1) - 2.84) - 0.007	x1*(-x1*x2 + 2.842)	183	dso	allonger	stl	13	2
6	167	28	179	2.1004355858620984	2.1032652389960402	-35.215*x2/(x1*(x1 + 7.183) + x2 + 14.689) - 0.128	x1*((-x1 - 0.199)*(x2 - 0.219) + 2.82)	167	dso	allonger	stl	13	2
5	165	23	132	2.103436688536948	2.1067681549831496	-35.215*x2/(x1*(x1 + 7.183) + x2 + 14.689) - 0.128	x1*(-x1*x2 + 2.842)	165	dso	allonger	stl	13	2
4	93	17	82	2.111227072384949	2.114788369991227	x2*(-1.955*x1**2 - 2.365)	x1*(-x1*x2 + 2.842)	93	dso	allonger	stl	13	2
3	21	13	59	2.163448854357522	2.1709868026622647	x2*(x1 - 3.194)	x1*(-x1*x2 + 2.842)	21	dso	allonger	stl	13	2
1	3	11	54	3.3381266629828885	3.385707184035374	-3.253*x2	x1*(-x1*x2 + 2.842)	3	dso	allonger	stl	13	2
2	18	8	48	6.588513157401948	6.725249857351621	x2*(x1 - 3.194)	2.458*x1	18	dso	allonger	stl	13	2
0	1	6	43	8.889060426130422	9.09642605964439	-3.253*x2	2.458*x1	1	dso	allonger	stl	13	2
