	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
16	209	81	422	0.011339075691579683	0.011339075691579683	x1*x2 - 0.015*x2 + (0.015*x1 - 2.982)*(x2 + (0.17*x1 + 0.17*x2)*(x1 + x2 + 0.008)) + 0.508	x1*(-0.22*x1*(-x1*x2/2 + x2*(5.819 + (x2*(x2*(-0.5 + 3.818/x1) + x2/x1) + 0.501)/x1) - x2) + 3.0) + 1.06*x2	209	dso	allonger	stl	inf	1
15	208	78	437	0.01135925844952227	0.01135925844952227	x1*x2 - 0.015*x2 + (0.015*x1 - 2.982)*(x2 + (0.17*x1 + 0.17*x2)*(x1 + x2 + 0.008)) + 0.508	x1*(-0.226*x1*(-x1*x2/2 + x2*(4.698 + (x2**2*(-0.501 + 4.697/x1) + 0.501)/x1)) + 3.0) + 1.062*x2	208	dso	allonger	stl	inf	1
14	204	68	424	0.01164953387464059	0.01164953387464059	x1*x2 - 0.015*x2 + (0.015*x1 - 2.982)*(x2 + (0.17*x1 + 0.17*x2)*(x1 + x2 + 0.008)) + 0.508	x1*(-0.59*x1*x2*(1.731 + (x2**2*(0.001*x2 + 1.732/x1) - 1.0)/x1) - 0.59*x2 + 3.0) + 1.021*x2	204	dso	allonger	stl	inf	1
13	202	63	399	0.011655203091897536	0.011655203091897536	x1*x2 - 0.015*x2 + (0.015*x1 - 2.982)*(x2 + (0.17*x1 + 0.17*x2)*(x1 + x2 + 0.008)) + 0.508	3.0*x1 + x2*(-0.556*x1**2*(x2*(0.001 + (0.001 + 1.836*x2/x1)/x1) + 1.836) + 1.021)	202	dso	allonger	stl	inf	1
12	199	61	372	0.011658620840444594	0.011658620840444594	x1*x2 - 0.015*x2 + (0.015*x1 - 2.982)*(x2 + (0.17*x1 + 0.17*x2)*(x1 + x2 + 0.008)) + 0.508	3.0*x1 + x2*(-0.678*x1*(1.504*x1 + 1.504*x2**2/x1) + 1.02)	199	dso	allonger	stl	inf	1
11	197	55	350	0.01167057499496672	0.01167057499496672	x1*x2 - 0.015*x2 + (0.015*x1 - 2.982)*(x2 + (0.17*x1 + 0.17*x2)*(x1 + x2 + 0.008)) + 0.508	x1*(-1.02*x1*x2*(1.0 + (x2**2 - 1.0)/x1**2) + 2.339) + 0.66*x1	197	dso	allonger	stl	inf	1
17	227	51	338	0.01321077540530422	0.01321077540530422	x1*x2 + 1.503*x1 - 1.503*x2 - (0.501*x1 + 0.499*x2)*(x1 + x2 + 3.001) + 0.5	x1*(-1.02*x1*x2*(1.0 + (x2**2 - 1.0)/x1**2) + 2.339) + 0.66*x1	227	dso	allonger	stl	inf	1
10	142	48	326	0.014348765754923866	0.014348765754923866	0.005*x1/(x1 - 2.018) - 2.998*x2 - 0.e-3	3.0*x1 + x2*(-0.556*x1**2*(x2*(0.001 + (0.001 + 1.836*x2/x1)/x1) + 1.836) + 1.021)	142	dso	allonger	stl	inf	1
9	137	40	277	0.01434906750966988	0.01434906750966988	0.005*x1/(x1 - 2.018) - 2.998*x2 - 0.e-3	x1*(-1.02*x1*x2*(1.0 + (x2**2 - 1.0)/x1**2) + 2.339) + 0.66*x1	137	dso	allonger	stl	inf	1
7	77	34	229	0.014551854320646342	0.014551854320646342	-0.003*x1 - 2.998*x2	x1*(-1.02*x1*x2*(1.0 + (x2**2 - 1.0)/x1**2) + 2.339) + 0.66*x1	77	dso	allonger	stl	inf	1
5	47	32	226	0.01920496712078016	0.01920496712078016	-2.998*x2 - 0.002	x1*(-1.02*x1*x2*(1.0 + (x2**2 - 1.0)/x1**2) + 2.339) + 0.66*x1	47	dso	allonger	stl	inf	1
2	17	30	203	0.01922595624064393	0.01922595624064393	-2.998*x2	x1*(-1.02*x1*x2*(1.0 + (x2**2 - 1.0)/x1**2) + 2.339) + 0.66*x1	17	dso	allonger	stl	inf	1
8	123	20	140	0.0667504328432997	0.0667504328432997	0.005*x1/(x1 - 2.018) - 2.998*x2 - 0.e-3	3.001*x1 - 0.006*x2	123	dso	allonger	stl	inf	1
6	63	14	92	0.06768666138245977	0.06768666138245977	-0.003*x1 - 2.998*x2	3.001*x1 - 0.006*x2	63	dso	allonger	stl	inf	1
4	33	12	89	0.08327036228928783	0.08327036228928783	-2.998*x2 - 0.002	3.001*x1 - 0.006*x2	33	dso	allonger	stl	inf	1
1	3	10	66	0.08429618275591858	0.08429618275591858	-2.998*x2	3.001*x1 - 0.006*x2	3	dso	allonger	stl	inf	1
3	31	8	64	0.14027051794159423	0.14027051794159423	-2.998*x2 - 0.002	3.001*x1	31	dso	allonger	stl	inf	1
0	1	6	41	0.14143534540281558	0.14143534540281558	-2.998*x2	3.001*x1	1	dso	allonger	stl	inf	1
