	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
10	326	35	187	0.09170089320146149	0.06492532204108517	x2*(x1*(-1.008*x1**2 - 1.751*x2*(0.59*x2 + 0.015) + 1.013)/x2 - 3.001)	x1*(x1**2*x2**2 + 2.866)	326	dso	allonger	stl	30	0
6	301	32	165	0.306234077636398	0.29906278489542654	1.04*x1**2*(-x1 - 0.014 - (x2**2 - 1.0)/x1) - 3.001*x2 + 0.007	x1*(x2**2 + 2.798)	301	dso	allonger	stl	30	0
9	324	31	181	0.31453509272334657	0.30754278560047416	x2*(x1*(-1.008*x1**2 - 1.751*x2*(0.59*x2 + 0.015) + 1.013)/x2 - 3.001)	x1*(x2**2 + 2.798)	324	dso	allonger	stl	30	0
5	300	30	161	0.4530869542311449	0.44852198923864417	1.04*x1**2*(-x1 - 0.014 - (x2**2 - 1.0)/x1) - 3.001*x2 + 0.007	x1*(x2 + 3.085)	300	dso	allonger	stl	30	0
8	323	29	177	0.4549826426369516	0.45043011821788503	x2*(x1*(-1.008*x1**2 - 1.751*x2*(0.59*x2 + 0.015) + 1.013)/x2 - 3.001)	x1*(x2 + 3.085)	323	dso	allonger	stl	30	0
4	299	28	155	0.8208370572458372	0.8183196230010099	1.04*x1**2*(-x1 - 0.014 - (x2**2 - 1.0)/x1) - 3.001*x2 + 0.007	3.121*x1	299	dso	allonger	stl	30	0
7	322	27	171	0.8228059663095992	0.8202895704882429	x2*(x1*(-1.008*x1**2 - 1.751*x2*(0.59*x2 + 0.015) + 1.013)/x2 - 3.001)	3.121*x1	322	dso	allonger	stl	30	0
3	53	25	98	0.8750474522595073	0.874276705015296	x2*(-x1*x2 - 2.967)	0.703*x1*(x2*(x1**2 + x2**2) - x2 + 4.265)	53	dso	allonger	stl	30	0
2	47	13	57	0.8907800957003129	0.889933712926314	x2*(-x1*x2 - 2.967)	x1*(x2 + 3.085)	47	dso	allonger	stl	30	0
1	46	11	51	1.011236029845963	1.0102125003269025	x2*(-x1*x2 - 2.967)	3.121*x1	46	dso	allonger	stl	30	0
0	0	6	41	3.5569995031930146	3.5523268446062755	-2.856*x2	3.121*x1	0	dso	allonger	stl	30	0
