	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
10	332	74	472	0.2667275123396365	0.259646869283767	x2*((0.488 - x1)*(0.983*x1*x2*(x2 + 0.71)*(x2 + 1.811)*(x1*(x2 - 0.363) + 0.168) - 0.088) - 2.968)	(1.328 - 0.022*x1)*(x1*(x1 + 2.246) - x2*(-0.002*x1 - x2 + 0.002*x2/(-x2*(x1*(1.887*x1 - x2) + 0.156) + 1.34) - 0.005) - 0.983)	332	dso	allonger	stl	30	2
8	227	68	399	0.31061882162085364	0.3038984063122876	0.217*x2*(-x1**2*x2*(x1**2*x2*(x2 + 1.75) - 3.679) - 13.728) - 0.104	(1.328 - 0.022*x1)*(x1*(x1 + 2.246) - x2*(-0.002*x1 - x2 + 0.002*x2/(-x2*(x1*(1.887*x1 - x2) + 0.156) + 1.34) - 0.005) - 0.983)	227	dso	allonger	stl	30	2
7	185	65	384	0.4202445289128749	0.4144430599056145	-2.882*x2 - 6.764*x2/(0.703 + (5.328*x1 + 12.331)/x1**2)	(1.328 - 0.022*x1)*(x1*(x1 + 2.246) - x2*(-0.002*x1 - x2 + 0.002*x2/(-x2*(x1*(1.887*x1 - x2) + 0.156) + 1.34) - 0.005) - 0.983)	185	dso	allonger	stl	30	2
9	237	36	206	0.618999814294595	0.6144934349640562	x2*(-x1**2*x2*(x2 - 0.638)*(x2 + 0.684)*(x1*(x2 + 1.628) + x2 + 0.83) - 2.97)	x1*(x1*x2*(-0.153*x1 + x2) + 2.941)	237	dso	allonger	stl	30	2
6	153	30	163	0.6679701624268679	0.6649261732701894	x2*(-x1*x2*(1.192*x1**2*(x2 + 1.936) - 0.441) - 3.028)	x1*(x1*x2*(-0.153*x1 + x2) + 2.941)	153	dso	allonger	stl	30	2
5	152	29	173	0.8292768882407648	0.8276987347767085	x2*(-x1*x2*(1.192*x1**2*(x2 + 1.936) - 0.441) - 3.028)	x1*(x2*(0.267 - 0.858*x1) + 2.948)	152	dso	allonger	stl	30	2
4	150	26	133	0.8380066193024934	0.8367368635733998	x2*(-x1*x2*(1.192*x1**2*(x2 + 1.936) - 0.441) - 3.028)	x1*(-x1*x2 + 2.97)	150	dso	allonger	stl	30	2
3	46	17	81	1.0303646411804817	1.0297957329256855	x2*(-x1**2 - 3.028)	x1*(-0.923*x1*x2 + 2.935)	46	dso	allonger	stl	30	2
2	25	13	78	1.6405490936711997	1.640305986123146	x2*(x1 - 3.413)	x1*(-0.923*x1*x2 + 2.935)	25	dso	allonger	stl	30	2
1	4	11	72	2.5880211361032472	2.5877344897224948	-3.489*x2	x1*(-0.923*x1*x2 + 2.935)	4	dso	allonger	stl	30	2
0	0	6	43	7.458081845840381	7.451848842318096	-3.489*x2	2.523*x1	0	dso	allonger	stl	30	2
