	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
19	358	61	353	6.288369543597838e-05	6.288369543597838e-05	-x1 + x2*cos(x2/(0.373*x2*(x1 + 0.08) + 0.022) + 1.57) + 19.999 + 0.659*x2/x1	11.037 - (x1 + x2*(2.025 - 14.963/(20.19*x1 + x2)) + 0.975 - 4.114/(x1 - 0.088*x2 - 0.773))/x1	358	dso	allonger	bacres	inf	1
18	355	58	325	8.697754432501271e-05	8.697754432501271e-05	-x1 + x2*cos(x2/(0.373*x2*(x1 + 0.08) + 0.022) + 1.57) + 19.999 + 0.659*x2/x1	9.986 - (x2*(1.999 - 3.508/(x1**2 - 0.082*x2 + 1.531)) - 0.295 + 1.538/x2)/x1	355	dso	allonger	bacres	inf	1
17	353	56	310	0.00012804172840196834	0.00012804172840196834	-x1 + x2*cos(x2/(0.373*x2*(x1 + 0.08) + 0.022) + 1.57) + 19.999 + 0.659*x2/x1	11.991 - (2*x1 + x2*(1.998 - 3.564/(x1**2 - 0.087*x2 + 1.748)) - 0.127)/x1	353	dso	allonger	bacres	inf	1
15	331	51	281	0.0004311261747450654	0.0004311261747450654	-x1 + x2*(x1*x2/(x1*(x2*(x1 - 0.801) + 0.598) - 6.415) + 0.002) + 20.0 - 3.067*x2/x1	10.003 - x2*(2.024 - 0.529/(x1 + 0.007*x2 - 1.916))/x1	331	dso	allonger	bacres	inf	1
16	351	48	275	0.0004754286309723601	0.0004754286309723601	-x1 + x2*cos(x2/(0.373*x2*(x1 + 0.08) + 0.022) + 1.57) + 19.999 + 0.659*x2/x1	10.003 - x2*(2.024 - 0.529/(x1 + 0.007*x2 - 1.916))/x1	351	dso	allonger	bacres	inf	1
13	211	37	256	0.0021296632168101666	0.0021296632168101666	-0.964*x1 - 0.005*x2 + 19.147 + (4.647 - 1.902*x2)/x1	10.003 - x2*(2.024 - 0.529/(x1 + 0.007*x2 - 1.916))/x1	211	dso	allonger	bacres	inf	1
14	229	33	245	0.00446048629301675	0.00446048629301675	-1.008*x1 + 0.011*x2 + 20.134 + (-2.273*x2 - 0.584)/(x1 + 0.991)	9.966 - (2.046*x2 - 0.903)/(x1 + 0.386)	229	dso	allonger	bacres	inf	1
12	209	31	227	0.005545779851907072	0.005545779851907072	-0.964*x1 - 0.005*x2 + 19.147 + (4.647 - 1.902*x2)/x1	9.966 - (2.046*x2 - 0.903)/(x1 + 0.386)	209	dso	allonger	bacres	inf	1
11	208	29	206	0.0056405379847365225	0.0056405379847365225	-0.964*x1 - 0.005*x2 + 19.147 + (4.647 - 1.902*x2)/x1	9.753 - (1.971*x2 - 3.087)/x1	208	dso	allonger	bacres	inf	1
10	206	28	205	0.0056405412188907985	0.0056405412188907985	-0.964*x1 - 0.005*x2 + 19.147 + (4.647 - 1.902*x2)/x1	9.753 + (3.087 - 1.971*x2)/x1	206	dso	allonger	bacres	inf	1
9	186	25	157	0.02048953940457998	0.02048953940457998	-0.978*x1 + 19.279 + (4.855 - 1.957*x2)/x1	9.753 + (3.087 - 1.971*x2)/x1	186	dso	allonger	bacres	inf	1
8	166	22	134	0.026499397873087666	0.026499397873087666	-1.029*x1 + 20.413 - 1.982*x2/x1	9.753 + (3.087 - 1.971*x2)/x1	166	dso	allonger	bacres	inf	1
7	165	19	111	0.035784804952098154	0.035784804952098154	-1.029*x1 + 20.413 - 1.982*x2/x1	9.927 - 1.945*x2/x1	165	dso	allonger	bacres	inf	1
6	85	17	90	0.34713337638789377	0.34713337638789377	-0.314*x1 + 162.056/x2	9.927 - 1.945*x2/x1	85	dso	allonger	bacres	inf	1
5	83	15	94	0.4896980234085351	0.4896980234085351	-0.314*x1 + 162.056/x2	x1 - 0.151*x2 - 2.817	83	dso	allonger	bacres	inf	1
4	81	14	74	0.5654787068600877	0.5654787068600877	-0.314*x1 + 162.056/x2	x1 - 0.21*x2	81	dso	allonger	bacres	inf	1
3	61	12	68	1.1764652237574404	1.1764652237574404	-3.854 + 170.196/x2	x1 - 0.21*x2	61	dso	allonger	bacres	inf	1
2	41	10	70	1.311097555297114	1.311097555297114	7.183 - 0.151*x2	x1 - 0.21*x2	41	dso	allonger	bacres	inf	1
1	40	8	65	5.3541908181233815	5.3541908181233815	7.183 - 0.151*x2	x1 - 9.654	40	dso	allonger	bacres	inf	1
0	0	6	45	12.05943533911624	12.05943533911624	0.017*x1	x1 - 9.654	0	dso	allonger	bacres	inf	1
