	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
21	322	84	447	6.129348153771027e-05	6.129348153771027e-05	-x1 - 0.016*x2 + 6.393*x2/(0.039*x1*(-x1 + (-49.416*x2 - 0.886)/x2) - x1 - 2.255) + 19.999	-0.e-3*x1 + x2/((2.514 - x1)*(-0.494*x1/(2.74 - x1) + 0.041*x1/(x2*(1.396 - x1)))) + 10.022	322	dso	allonger	bacres	inf	3
20	321	76	419	6.174754196972869e-05	6.174754196972869e-05	-x1 - 0.016*x2 + 6.393*x2/(0.039*x1*(-x1 + (-49.416*x2 - 0.886)/x2) - x1 - 2.255) + 19.999	-0.001*x1 + x2/((2.462 - x1)*(-0.494*x1/(2.691 - x1) - 0.08/x2)) + 10.035	321	dso	allonger	bacres	inf	3
19	319	69	359	6.182563956382218e-05	6.182563956382218e-05	-x1 - 0.016*x2 + 6.393*x2/(0.039*x1*(-x1 + (-49.416*x2 - 0.886)/x2) - x1 - 2.255) + 19.999	-0.001*x1 + x2/((2.237 - x1)*(-0.491*x1/(2.496 - x1) - 0.072/x2)) + 10.033	319	dso	allonger	bacres	inf	3
18	269	58	308	6.534168247360038e-05	6.534168247360038e-05	-x1 - 0.017*x2 + 2.188*x2/(-0.014*x1**2 - x1 - 0.792) + 20.0	-0.e-3*x1 + x2/((2.325 - x1)*(-0.492*x1/(2.575 - x1) - 0.062/x2)) + 10.027	269	dso	allonger	bacres	inf	3
17	266	50	255	7.051036741362196e-05	7.051036741362196e-05	-x1 - 0.017*x2 + 2.188*x2/(-0.014*x1**2 - x1 - 0.792) + 20.0	10.0 - 2.0310185379734695*x2*(2.618 - x1)/(x1*(2.375 - x1))	266	dso	allonger	bacres	inf	3
14	197	47	248	7.866920414024624e-05	7.866920414024624e-05	x1*x2/(-0.5*x1**2 - 0.999) - 1.0*x1 + 19.999	x2/((0.905 - x1)*(-0.26*x1/(1.943 - x1) + 0.238)) + 10.003 - 0.04/x2	197	dso	allonger	bacres	inf	3
15	198	44	229	9.771874196756492e-05	9.771874196756492e-05	x1*x2/(-0.5*x1**2 - 0.999) - 1.0*x1 + 19.999	10.0 - 2.0310185379734695*x2*(2.618 - x1)/(x1*(2.375 - x1))	198	dso	allonger	bacres	inf	3
16	262	43	250	0.00011631798937558495	0.00011631798937558495	-x1 - 0.017*x2 + 2.188*x2/(-0.014*x1**2 - x1 - 0.792) + 20.0	9.988 + (x2 - 0.071)/((-x1 - 0.573)*(0.001*x1 + 0.475))	262	dso	allonger	bacres	inf	3
13	194	37	224	0.00012399701275669095	0.00012399701275669095	x1*x2/(-0.5*x1**2 - 0.999) - 1.0*x1 + 19.999	9.988 + (x2 - 0.071)/((-x1 - 0.573)*(0.001*x1 + 0.475))	194	dso	allonger	bacres	inf	3
12	193	35	200	0.0002799554248356453	0.0002799554248356453	x1*x2/(-0.5*x1**2 - 0.999) - 1.0*x1 + 19.999	x2/((-x1 - 0.571)*(0.001*x1 + 0.476)) + 10.0	193	dso	allonger	bacres	inf	3
11	176	34	199	0.0005908193198460877	0.0005908193198460877	-x1 + 0.003*x2 - 2.102*x2/(x1 + 0.564) + 20.0	x2/((-x1 - 0.571)*(0.001*x1 + 0.476)) + 10.0	176	dso	allonger	bacres	inf	3
10	174	28	168	0.0007807124156310849	0.0007807124156310849	-x1 + 0.003*x2 - 2.102*x2/(x1 + 0.564) + 20.0	2.038*x2/(-x1 - 0.389) + 10.009	174	dso	allonger	bacres	inf	3
9	141	26	160	0.0019001311411287855	0.0019001311411287855	-0.999*x1 + x2/(-0.49*x1 - 0.201) + 19.988	2.038*x2/(-x1 - 0.389) + 10.009	141	dso	allonger	bacres	inf	3
8	139	22	137	0.02301280503345329	0.02301280503345329	-0.999*x1 + x2/(-0.49*x1 - 0.201) + 19.988	9.918 - 1.944*x2/x1	139	dso	allonger	bacres	inf	3
7	107	20	136	0.31273373988810393	0.31273373988810393	-0.456*x1 - 0.171*x2 + 13.253	2.038*x2/(-x1 - 0.389) + 10.009	107	dso	allonger	bacres	inf	3
6	105	16	113	0.3138793131423909	0.3138793131423909	-0.456*x1 - 0.171*x2 + 13.253	9.918 - 1.944*x2/x1	105	dso	allonger	bacres	inf	3
5	104	15	114	0.5308360739348036	0.5308360739348036	-0.456*x1 - 0.171*x2 + 13.253	0.828*x1 - 0.172*x2	104	dso	allonger	bacres	inf	3
4	103	13	112	0.576269984359982	0.576269984359982	-0.456*x1 - 0.171*x2 + 13.253	12.065 - 0.225*x2	103	dso	allonger	bacres	inf	3
3	102	11	90	0.8209479919571683	0.8209479919571683	-0.456*x1 - 0.171*x2 + 13.253	x1 - 9.77	102	dso	allonger	bacres	inf	3
2	35	10	85	2.4501907647121968	2.4501907647121968	5.867 - 0.126*x2	12.065 - 0.225*x2	35	dso	allonger	bacres	inf	3
1	1	8	66	2.5709943443115004	2.5709943443115004	0.013*x1	12.065 - 0.225*x2	1	dso	allonger	bacres	inf	3
0	0	6	44	8.749025634588952	8.749025634588952	0.013*x1	x1 - 9.77	0	dso	allonger	bacres	inf	3
