system      snr    iinit           TE        TEinf  expr_model                                                                                                                                                                                      method    data_version    exp_version    benchmark      duration
stl         inf        0  0.508238     0.508238     [['0.849 x + -2.984 y + 0.036 x^2 + -0.003 x*y + -0.890 x^3 + 0.137 x^2*y + -0.757 y^2*x', '2.261 x + 0.155 x*y + 0.633 x^3 + -0.337 x^2*y + 0.807 y^2*x']]                                     sindy     all             e1             custom       0.0250003
stl          30        0  0.504469     0.505885     [['1.088 x + -2.829 y + -0.004 x^2 + 0.022 y^2 + -0.028 x*y + -1.093 x^3 + -0.127 y^3 + -0.110 x^2*y + -1.055 y^2*x', '2.305 x + 0.214 x*y + 0.565 x^3 + -0.323 x^2*y + 0.838 y^2*x']]          sindy     all             e1             custom       0.0699995
stl          13        0  1.87915      1.87025      [['-3.474 y + 0.406 x^2 + -0.319 y^2 + -0.217 x*y + -0.108 x^3 + 0.451 y^3 + 0.560 x^2*y', '2.703 x + 0.429 y + -0.246 x^2 + 0.011 y^2 + -0.563 y^3 + -0.330 x^2*y + 0.086 y^2*x']]             sindy     all             e1             custom       0.024997
stl         inf        1  0.547368     0.547368     [['-2.952 y', '2.958 x']]                                                                                                                                                                       sindy     all             e1             custom       0.00999975
stl          30        1  0.611796     0.607287     [['-2.929 y', '2.979 x']]                                                                                                                                                                       sindy     all             e1             custom       0.00899935
stl          13        1  1.5987       1.56972      [['-0.208 x + -3.794 y + 0.140 x^2 + 0.272 x*y + 1.117 y^3 + 0.860 y^2*x', '3.543 x + -0.065 x^2 + -0.379 x*y + -0.804 x^3 + -0.374 x^2*y']]                                                    sindy     all             e1             custom       0.0159988
stl         inf        2  0.624104     0.624104     [['0.247 x + -2.986 y + 0.301 x^2 + 0.039 y^2 + 0.704 x*y + 0.144 x^3 + -0.089 y^3 + -2.212 y^2*x', '3.123 x + 0.029 x^2 + 0.166 y^2 + 0.266 x*y + -0.195 y^3 + -0.060 x^2*y + -0.924 y^2*x']]  sindy     all             e1             custom       0.101002
stl          30        2  0.628352     0.624065     [['0.242 x + -2.579 y + 0.040 x^2 + 0.523 x*y + -0.607 y^3 + -1.562 y^2*x', '3.188 x + -0.013 x^2 + 0.216 y^2 + 0.140 x*y + -0.169 y^3 + -0.040 x^2*y + -1.097 y^2*x']]                         sindy     all             e1             custom       0.0739999
stl          13        2  2.78025      2.858        [['-3.031 y + 0.317 y^2 + -0.029 x*y + 0.665 x^3 + 0.961 y^3 + -1.858 x^2*y + -2.278 y^2*x', '-0.373 1 + 3.006 x + 0.413 y + 0.164 x^2 + 0.497 y^2 + -0.034 x*y + -0.502 y^3 + -0.700 y^2*x']]  sindy     all             e1             custom       0.288
stl         inf        3  0.763607     0.763607     [['-2.678 y + 0.098 y^2 + 0.557 x*y + 0.279 x^3 + -0.446 y^3 + -1.711 y^2*x', '3.040 x + 0.453 y + -0.024 x^2 + 0.167 y^2 + 0.227 x*y + -0.725 y^3 + -0.579 y^2*x']]                            sindy     all             e1             custom       0.0810211
stl          30        3  0.912539     0.919133     [['-2.548 y + 0.072 y^2 + 0.534 x*y + 0.285 x^3 + -0.573 y^3 + -1.729 y^2*x', '3.080 x + 0.238 y^2 + 0.258 x*y + -0.284 y^3 + -0.708 y^2*x']]                                                   sindy     all             e1             custom       0.0699971
stl          13        3  6.09982e+06  6.23931e+06  [['-1.613 1 + -0.815 x + -4.136 y + 1.836 x^2 + 1.461 y^2 + 0.852 x*y + 0.292 x^3 + 1.256 y^3', '-0.928 1 + 2.628 x + 1.096 x^2 + 0.699 y^2 + -0.069 y^3 + 0.080 x^2*y + -0.127 y^2*x']]        sindy     all             e1             custom       0.0656617
