  index    complexity    length        TE     TE_inf  expr_x                                   expr_y                               index_column  method    data_version    system      snr    init
    125            25       137  0.303459  0.0950834  -0.2*x1 - 86.482/(4.008 - x2)            x1 - 12.021 - 48.672/(7.541 - x2)             125  dso       all             bacres       30       3
    149            24       157  0.314847  0.118494   -0.155*x1 - 0.671 + 86.929/(x2 - 4.117)  x1 - 12.021 - 48.672/(7.541 - x2)             149  dso       all             bacres       30       3
    101            19       115  0.396779  0.271932   -1.423 + 1494.378/x2**2                  x1 - 12.021 - 48.672/(7.541 - x2)             101  dso       all             bacres       30       3
    121            18        88  0.556322  0.499528   -0.2*x1 - 86.482/(4.008 - x2)            141.897/x2                                    121  dso       all             bacres       30       3
    145            17       108  0.561155  0.504954   -0.155*x1 - 0.671 + 86.929/(x2 - 4.117)  141.897/x2                                    145  dso       all             bacres       30       3
     73            12        62  0.642186  0.593882   -4.298 + 153.773/x2                      141.897/x2                                     73  dso       all             bacres       30       3
      1            10        43  1.02052   1.01779    14.532 - x1                              141.897/x2                                      1  dso       all             bacres       30       3
      0             8        44  1.51991   1.53839    14.532 - x1                              0.321*x1                                        0  dso       all             bacres       30       3
