cphase_all_len100_snrinf_init0_obsxy,cphase_all_len100_snr30_init0_obsxy,cphase_all_len100_snr13_init0_obsxy,cphase_all_len100_snrinf_init1_obsxy,cphase_all_len100_snr30_init1_obsxy,cphase_all_len100_snr13_init1_obsxy,cphase_all_len100_snrinf_init2_obsxy,cphase_all_len100_snr30_init2_obsxy,cphase_all_len100_snr13_init2_obsxy,cphase_all_len100_snrinf_init3_obsxy,cphase_all_len100_snr30_init3_obsxy,cphase_all_len100_snr13_init3_obsxy
12.139122247695923,16.343998908996582,17.148495197296143,13.03305172920227,14.197081565856934,19.041639804840088,11.399094820022583,16.066375017166138,16.87893009185791,14.319542646408081,15.592956304550171,15.143595695495605
0.3273851228487998,,1.1146823918833855,,inf,,0.08529701786283651,0.24934176443235576,3.5331085967903193,0.07886736219596327,,
0.024200000000000003*Abs(-1.423431969817717*x_1 + 92.60000000000001*sin(1.2977155098006*x_0 + 0.001257292014589262*x_1 - 14.676831593254616) + 44.403567876344073) + 0.382,-8.151478780947502e-7*cos(4.892571377542318*cos((0.22800469832968687 - 74.02377069634494*Abs(2.471876348058601 - 9.131271282247026/(105.2109060729589 - 4.856098916684266*x_1)))*(-0.00053425568314342551*x_0 - 7.5351619340993186)) - 0.03625171862621883) + 5.51089376748261e-8*tan((3.757702654005486 - 0.1773521493141987*x_1)*(-0.0015170738066765639*x_1 - 52.768457508470499)) + 1.622071852566164,-1.6985936699339317e-6*sin(0.7072234681347062*x_1 - 13.860398963111004) + 3.2640880630163564e-6*sin(3.0909806567878655*cos(0.030635275346818192*x_0 - 3.7661751840993366*x_1 + 71.132710129507365) - 0.043195099588053155) + 2.0998189349407209,(-2.7814083767156394*sqrt(Abs((0.18108604748078014 + 0.00010202049382734036/(1.1858076580891093*x_0 - 9.4322891899448719))*(0.020487828727328553*x_0 - 8.2447431498956534)*(0.07715156993672394*x_1 + 76.06017472644088)) - 0.0054823893151068873) - 0.4080832578215908)*(-5.612049274459082e-6*sin(0.5849516697350337*x_1 - 14.693975907349838) - 0.05821708170159821),(0.07543734670404395 + 9.331741331084811e-5/(-4.7892950292168284*x_0 + (24.18294720343448*cos(5.10600834538919*x_1 - 128.1755804000402) - 4.778853161898204)*(0.07672117249597839*x_1 - 44.231766284401175*tan(1.1628234933823215*x_0 - 12.290501688249526) - 57.925919068529021) + 24.452420519267859))*(0.19986252670270468*x_0 - 0.07607395983771749*x_1 + 23.801268513320452),(55.980389204090564*sin(-1.5758000441959313*x_0 + (-11.076154429425802 - 74.21878042289116/(0.5818947957851207 - 0.079723486058440289*x_0))*(0.008753231682082469*x_0 + 0.2247259056565456)*(0.07246790204910139*x_1 - 0.030902332944845273*(0.1884206536232655*Abs(1.6227381701270123*arctan(0.21215550853475278*x_1 - 0.34483865299296771) - 2.8309514234363222) + 1)**3 - 8.7844930184747241) + 76.44573821590904) + 327.4912969184921)*(7.259162689484004e-5*cos(911.0494963469516*(1 - 0.10073095374356825*x_0)**2 - 10.568067875556705) + 0.004361610582358973),(-0.020210914810116946 + 0.004726735037411979*exp(-0.30413169099490023*cos(135.02440069928931*sqrt(1 - 2.9052936308593656e-8*x_0) - 0.0011924377885727424)))*(8.10759629332698e-6*cos(4.7291475969711126*x_1 - 111.13504937013228) - 122.57872582103406),-1.4114051131193647e-6*sin(1.3144348250822094*x_0 - 14.32969973085705) + 1.8261291931329703e-6*sin(2.629475312502547*x_1 - 64.056032051649545) + 1.6936049063669048,(0.024457042935755863 - 0.04054050010916741/(0.26904288575760492*x_0 - 7.0141787967431371*exp(0.07186218975609734*x_1) - 6.3557541657538109))*(0.079127937939952682*x_1 - 3.136750572644477*arctan(-9.832083215599939 + 7.7479344927585805/(6.927057757519762*cos(0.5335028080150516*x_1 - 10.872110480884563) + 5.825160489615737)) - 22.24002741937699*cos(1919.9246603898767*(0.090801224628575443*x_0 - 1)**2 + 4.1412971313104805) + 23.903950875335123 - 0.24941278316870946/(0.00034959575557634829*x_0 - 0.032196476430659184)),-0.8239223868953512*arctan(0.554984463418669 - 1521525820.7391003*((-0.088296543706354545*x_0 + 0.00037113345288717843*x_1 + 1)**2 + 0.0041311348980908542)**2) + 1.9745672635851363e-7*sin(2.459232358458312*x_1 + 39.007793873085208) + 0.39587911941858063,8.35612031973265*sin(0.1714823066518929 - 9.302506956203311e-6/(0.1575622271728204 - 90.88638094064392*(sin((0.38779481146731575 - 0.043829977702419172*x_0)*(0.5320892644641381*tan(0.15305692262950914*x_0 + 6.557428411477195*x_1 - 139.75391788668437 - 0.6862047263619366/(18.163754375587811*x_0 - 210.50865704625066)) - 0.01427511106081001)) - 0.110494457511359)**2)) + 0.16223785636171997,1.0363707917524469e-6*tan(-0.6278956963358825*cos(0.8437060834493141*sin((-2.6950208428957847 + 27.945582933932023/(0.17829553621680305*x_0 - 2.0346215710708892))*(111.03724784136715 - 5.043852651150024*x_1)) + 0.048573713118142806) + 0.03083472896779867*tan((1.9276502007150716 - 5.2160708013297317*x_0)*(7.645506180122826*sin(0.17829553621680305*x_0 - 2.0556215645179092) + 0.001409113611108826)) + 53.620977728055711) + 1.3922157453726385
4.485731979773574 - 1.5154003870879878e-6*sin(0.03563146657712592*x_1 + (0.04819262361574482*x_1 - 1.0444728674672783)*(-8.624976410087356*x_0 + (0.19561933125502928 - 0.01165888813475862*x_0)*(0.0005900016544044661*x_1 + 4.0672434987819551) + 153.43996137335978) + 0.7711469270691816*sin(0.006584721377316036*x_1 - 0.19300131831998033) - 65.230788297341302),-0.010615279952450807*sin(0.0003861473003190094*x_1 - 0.01189621085042476) - 2.167016032677276e-7*tan(86.10795914109158*sin(0.028377149108742984 + 42.82377605775297/(41.224689572579985 - 3.8269923055249319*x_0)) + 7.7832958036906765) + 4.395124476207626,(0.002414417120405994 - 5.50632206061974e-8*cos(3.7947061576295276*x_0 + 2.575045499964102*x_1 - 0.14806937861625064*(-0.24675810746967651*x_1 - 1)**2 - 87.472592154377509))*(0.17943744068603873*x_0 - 0.059217984790255998*x_1 + 0.009938396747383354*cos(1.2318697852237102 + 42.355125125267534/(0.0041223804373555533*x_0 + 0.13032843766207379)) + 1145.2197940282376),7.593924894298051e-6*sin((0.0658845930915845 - 1.1654564340774953*Abs(87.00344432238565 + 0.009881307271855079/(0.00016584460510096779*x_1 + 8.7958323845988333)))*(-0.0063761069215874293*x_0 + arctan(0.18530877682969725*x_0 - 1.81088358977409) + 1.5064605972265669)) + 4.489408873299957,-8.184376857799989e-5*arctan(24.386435271284449 - 1.5112222664985311*x_0) + 1.2246910227868412e-6*tan(6.792160409488535*x_1 - 170.88632688918625) + 4.762094966584872 - 0.055458970437958124/(96.27463815913767 - 0.7058347885618705*x_1),(8.269985202191712e-5*arctan(8.8298300432400563*x_1 - 260.89904166279848) - 0.04951484971576119)*(sin(0.3765822900359275*x_1 - 7.893753286541588) + 0.05071490786309711*sin(-1.562691333712271*x_1 + 67.63217042737685*sin((0.28056763426816034 - 0.022648533331476796/(0.07246790204910139*x_1 - 1.9917153355347682))*(637.68158150067209*(1 - 0.03197819174351784*x_0)**2*(1 - 7.6048424668272837e-5*x_1)**2 + 26.290556316873822)) + 50.273655699438526) - 99.772324655288436),-0.000761823838790573*x_0 + 0.0002936710136498244*x_1 - 4.5285865637347655e-5*cos(1563.8435012634332*(-0.024313721489614016*x_0 - 1)**2 - 0.007229008642265305) + 4.4968735865709167,6.0542523345166475e-7*x_0 + 1.2578793189633925e-5*(0.034925663197606252*x_1 - 1)**2 + 4.6237395787924982 - 2.4458701217540873e-7/(0.6719073149073466*sin(5.7181158275834978*x_0 - 58.526775164641262) - 0.7259386058832814),-0.03156644737119265*(4.472095054222388e-5*sin(18.273653867626096*x_0 - 195.34295689439872) - 1)**3 + 3.9211987508241642 - 1.7789319364906552e-5/((91.67170153962728*tan(1.5406124891362662 - 47.60817058638674/(-0.05550933906438749*x_1 - 5.5411514041878333)) - 65.72048420932153)*(-0.30317345015260934*x_0 + 0.097412114447598681*x_1 + 1.1258604134815138)),4.479690721112011 - 9.995395373252368e-6*cos(174.14427611219381*sqrt(-0.035040295980777348*x_0 - 0.0010257235498064675*x_1 + 1) - 0.00924232299483416),-1.0458021694477676e-5*cos(13.241989630121577*x_0 - 153.80914826032879) - 1.2770904413079206e-6*cos(-(1.3158055908142432 + 0.11872669963842496/(8.008364644158547 - 0.028105734261004624*Abs(0.06768103983181527*x_1 - 1.4146734316212008)))*(181.17735775286287 - 15.871570049966191*x_0) + 4.4831679531967294*arctan(7.2365928321449499 - 0.11344992646466114*x_1) + 1.9803861306812822) + 4.4267598626197725,(7.408054248425173e-6*cos(19.550660218690877*x_0 - 227.7301140149735) + 0.039791941720812296)*(cos(22.068835349047675*x_0 - 254.43807966193034) + 85.652601305213466 + 1127.7436547459229/(923.93213442909376 + 59.524614426585195/(50.810086271369744*x_0 - 4.7468744605913017*x_1 - 92.06344403143491*cos(9.1967052059322844*x_1 - 283.98660245000508) - 578.24547831849031) + 606.8508595388678/(25.435707141751389 - 2.2061809051685592*x_0)))
,,,,,,,,,,,
