bacres_all_len100_snr30_init0_obsxy,bacres_all_len100_snr13_init0_obsxy,bacres_all_len100_snrinf_init1_obsxy,bacres_all_len100_snr30_init1_obsxy,bacres_all_len100_snr13_init1_obsxy,bacres_all_len100_snrinf_init2_obsxy,bacres_all_len100_snr30_init2_obsxy,bacres_all_len100_snr13_init2_obsxy,bacres_all_len100_snrinf_init3_obsxy,bacres_all_len100_snr30_init3_obsxy,bacres_all_len100_snr13_init3_obsxy,barmag_all_len100_snrinf_init0_obsxy,barmag_all_len100_snr30_init0_obsxy,barmag_all_len100_snr13_init0_obsxy,barmag_all_len100_snrinf_init1_obsxy,barmag_all_len100_snr30_init1_obsxy,barmag_all_len100_snr13_init1_obsxy,barmag_all_len100_snrinf_init2_obsxy,barmag_all_len100_snr30_init2_obsxy,barmag_all_len100_snr13_init2_obsxy,barmag_all_len100_snrinf_init3_obsxy,barmag_all_len100_snr30_init3_obsxy,barmag_all_len100_snr13_init3_obsxy,glider_all_len100_snrinf_init0_obsxy,glider_all_len100_snr30_init0_obsxy,glider_all_len100_snr13_init0_obsxy,glider_all_len100_snrinf_init1_obsxy,glider_all_len100_snr30_init1_obsxy,glider_all_len100_snr13_init1_obsxy,glider_all_len100_snrinf_init2_obsxy,glider_all_len100_snr30_init2_obsxy,glider_all_len100_snr13_init2_obsxy,glider_all_len100_snrinf_init3_obsxy,glider_all_len100_snr30_init3_obsxy,glider_all_len100_snr13_init3_obsxy,lv_all_len100_snrinf_init0_obsxy,lv_all_len100_snr30_init0_obsxy,lv_all_len100_snr13_init0_obsxy,lv_all_len100_snrinf_init1_obsxy,lv_all_len100_snr30_init1_obsxy,lv_all_len100_snr13_init1_obsxy,lv_all_len100_snrinf_init2_obsxy,lv_all_len100_snr30_init2_obsxy,lv_all_len100_snr13_init2_obsxy,lv_all_len100_snrinf_init3_obsxy,lv_all_len100_snr30_init3_obsxy,lv_all_len100_snr13_init3_obsxy,predprey_all_len100_snrinf_init0_obsxy,predprey_all_len100_snr30_init0_obsxy,predprey_all_len100_snr13_init0_obsxy,predprey_all_len100_snrinf_init1_obsxy,predprey_all_len100_snr30_init1_obsxy,predprey_all_len100_snr13_init1_obsxy,predprey_all_len100_snrinf_init2_obsxy,predprey_all_len100_snr30_init2_obsxy,predprey_all_len100_snr13_init2_obsxy,predprey_all_len100_snrinf_init3_obsxy,predprey_all_len100_snr30_init3_obsxy,predprey_all_len100_snr13_init3_obsxy,shearflow_all_len100_snrinf_init0_obsxy,shearflow_all_len100_snr30_init0_obsxy,shearflow_all_len100_snr13_init0_obsxy,shearflow_all_len100_snrinf_init1_obsxy,shearflow_all_len100_snr30_init1_obsxy,shearflow_all_len100_snr13_init1_obsxy,shearflow_all_len100_snrinf_init2_obsxy,shearflow_all_len100_snr30_init2_obsxy,shearflow_all_len100_snr13_init2_obsxy,shearflow_all_len100_snrinf_init3_obsxy,shearflow_all_len100_snr30_init3_obsxy,shearflow_all_len100_snr13_init3_obsxy,vdp_all_len100_snrinf_init0_obsxy,vdp_all_len100_snr30_init0_obsxy,vdp_all_len100_snr13_init0_obsxy,vdp_all_len100_snrinf_init1_obsxy,vdp_all_len100_snr30_init1_obsxy,vdp_all_len100_snr13_init1_obsxy,vdp_all_len100_snrinf_init2_obsxy,vdp_all_len100_snr30_init2_obsxy,vdp_all_len100_snr13_init2_obsxy,vdp_all_len100_snrinf_init3_obsxy,vdp_all_len100_snr30_init3_obsxy,vdp_all_len100_snr13_init3_obsxy,stl_all_len100_snrinf_init0_obsxy,stl_all_len100_snr30_init0_obsxy,stl_all_len100_snr13_init0_obsxy,stl_all_len100_snrinf_init1_obsxy,stl_all_len100_snr30_init1_obsxy,stl_all_len100_snr13_init1_obsxy,stl_all_len100_snrinf_init2_obsxy,stl_all_len100_snr30_init2_obsxy,stl_all_len100_snr13_init2_obsxy,stl_all_len100_snrinf_init3_obsxy,stl_all_len100_snr30_init3_obsxy,stl_all_len100_snr13_init3_obsxy,cphase_all_len100_snrinf_init0_obsxy,cphase_all_len100_snr30_init0_obsxy,cphase_all_len100_snr13_init0_obsxy,cphase_all_len100_snrinf_init1_obsxy,cphase_all_len100_snr30_init1_obsxy,cphase_all_len100_snr13_init1_obsxy,cphase_all_len100_snrinf_init2_obsxy,cphase_all_len100_snr30_init2_obsxy,cphase_all_len100_snr13_init2_obsxy,cphase_all_len100_snrinf_init3_obsxy,cphase_all_len100_snr30_init3_obsxy,cphase_all_len100_snr13_init3_obsxy,lorenz_all_len100_snrinf_init0_obsxyz,lorenz_all_len100_snr13_init0_obsxyz,lorenz_all_len100_snrinf_init1_obsxyz,lorenz_all_len100_snr30_init1_obsxyz,lorenz_all_len100_snr13_init1_obsxyz,lorenz_all_len100_snrinf_init2_obsxyz,lorenz_all_len100_snr30_init2_obsxyz,lorenz_all_len100_snr13_init2_obsxyz,lorenz_all_len100_snrinf_init3_obsxyz,lorenz_all_len100_snr30_init3_obsxyz,lorenz_all_len100_snr13_init3_obsxyz
30.114574432373047,32.9563205242157,30.40416669845581,29.208559274673462,37.36692428588867,24.74404263496399,32.96768808364868,35.57920718193054,25.430577754974365,35.357877254486084,36.485161542892456,25.922183513641357,39.31910967826843,35.86137413978577,30.265089750289917,35.22765874862671,33.034101724624634,28.239015817642212,33.362406969070435,34.2519645690918,25.967008113861084,35.252471923828125,36.60211181640625,37.26580786705017,39.47038412094116,34.33830213546753,34.45117211341858,34.23040413856506,36.33415079116821,31.952995777130127,32.91997480392456,35.7079062461853,31.6110622882843,34.12589502334595,35.39290904998779,25.977294921875,32.95880913734436,34.99228310585022,30.50428819656372,36.46335983276367,33.28069186210632,30.590117931365967,43.38568162918091,34.74149990081787,33.49470043182373,41.61962699890137,23.648776054382324,32.750908613204956,41.93553972244263,32.78261756896973,40.96932077407837,34.985066413879395,44.20536470413208,29.495288133621216,42.669018507003784,36.35841417312622,32.929089069366455,33.064114809036255,33.42212176322937,31.41287612915039,38.05734062194824,32.73722457885742,30.979390621185303,28.42535138130188,34.385189056396484,27.770766258239746,36.633709192276,38.25076150894165,32.903581857681274,41.39518070220947,36.491079568862915,35.881044149398804,37.183862924575806,33.498284101486206,30.217297792434692,37.60686993598938,37.373106479644775,37.43035817146301,32.68977999687195,38.60197925567627,34.05532693862915,37.08186316490173,33.690916299819946,38.15747261047363,34.99188208580017,39.51919364929199,37.145097970962524,35.4666805267334,37.48424005508423,39.133188247680664,37.88818883895874,37.27351903915405,41.65933442115784,32.42056131362915,42.01885724067688,29.667169332504272,38.17617869377136,33.8404974937439,29.616708278656006,33.27097964286804,35.610084533691406,28.98766279220581,40.40701389312744,38.86256432533264,25.553540468215942,37.962581157684326,33.62618827819824,50.09324240684509,59.82468318939209,61.94864201545715,55.99022364616394,62.26684927940369,56.857537031173706,54.96176791191101,53.358622789382935,54.17188334465027,56.44629693031311,58.93093013763428
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
