vdp_all_len100_snrinf_init0_obsxy,vdp_all_len100_snr30_init0_obsxy,vdp_all_len100_snr13_init0_obsxy,vdp_all_len100_snrinf_init1_obsxy,vdp_all_len100_snr30_init1_obsxy,vdp_all_len100_snr13_init1_obsxy,vdp_all_len100_snrinf_init2_obsxy,vdp_all_len100_snr30_init2_obsxy,vdp_all_len100_snr13_init2_obsxy,vdp_all_len100_snrinf_init3_obsxy,vdp_all_len100_snr30_init3_obsxy,vdp_all_len100_snr13_init3_obsxy
17.127878427505493,19.698477506637573,17.250795125961304,13.635134220123291,16.047264575958252,19.53904962539673,19.150303602218628,15.332140684127808,16.782489776611328,12.432950258255005,13.87839150428772,15.971824169158936
0.9627861364003985,2.1891959380198296,2.9275415815309382,3.365727064702357,,2.362947402606183,1.6875012697898546,1.7847285714635635,,2.791013613152377,,3.2103043973034655
(0.00584 - 0.28700000000000003/(81.706700320890155 - 0.502388215306051*x_1))*(0.46369126400237065 - 6.7556594854026187*x_0)*(1.1222025723260163*x_0 + 3.194149291693958) + (1.0879124965801325 - 81.571379419950708*x_1)*(-0.46843839780617904*exp(-0.000762349340373371*x_1 - 0.583252279627771*exp(4.3*Abs(0.54314604500579193*x_0 - 0.66248157678446*x_1 + 0.052633733437148137))) - 0.0142),-0.28900000000000003*(-58.347806105479177*x_1 + 8.46*sin(12.47535298592228*x_0 - 36.701051077178827) + 0.77498845289114597)*Abs(0.08564161238984488*x_0 + 22.454453413750239*(x_1 - 0.014683984027476396)**2*(1.5615274479925891*x_1 + 0.00070670589521084677) + 0.09091440611882646) + 1.3*arctan(-0.20342692706774178*x_0 - 0.074007185137894866) + 0.0154,-0.1799141874291869*x_0 + (25.278690308537485 - 0.084125767123425387*x_1)*(0.0020097364391064004*x_1 + 3.0461236536798063e-7*cos(29.69307865702262*x_0 - 3.2316010851388323) + 85.13146981991693*cos(2.7129038154486545*(0.00013004355944287273*x_0 - 1)**2 - 2.5941277586288836) - 83.926256599181898) - 15.186429290922673 + 2.3843122634529017/(9.101310559235019*x_0 - 2548580150.603827*(x_1 - 0.02398089614984075)**3 + 72.782833056726061),-0.11333806199999997*(1 - 0.000804020100502513*sin(0.08320000000000001 + 0.008029999999999999/(-0.601 - 0.0033799999999999998/(0.031795801805881019*x_1 + 0.8933121939524983))))**2 + (0.013731593527155207*x_1 - 2.1820245140402949)*(0.0020599999999999998*tan(3.4940441544924195*x_1 - 0.4215435217034851) - 0.00262)*(75.2*tan(0.50314235824690848*x_1 + (7.190152825552276 - 52.410662317386292*x_1)*(0.0088899261897564963*x_0 - 0.006870132194855679) - 0.083690667125301864) + 0.0062699999999999995) + 0.0038,2.3634931497512436e-7*tan((81.97986921804201 - 105.80759432454995*x_0)*(1.1895622393345284*x_0 - 13.907379901200609*x_1 + 0.75338578952822224)) - 0.14763697300006537,(9.85606329492558 - 0.018326905548070715*arctan((128.7692824408231 - 301.14504671159259*x_1)*(7.733376233475097*x_0 - 0.18508285892448435)))*(0.006204519320735134*x_0 + 0.18549079959453341)*(0.03608381486563078*sin(61.47357409148737*sin(6.137933349529864e-5*x_0 - 0.24093009547193364) - 19.5001295450106) + 0.01746656041223015)*(-sin(9.294180588475054*x_0 - 3.4138072887772863*x_1 + 8.844365166837058*Abs(14.18016754143364*x_1 - 3.2613410870832648) + 23.84304645359411) - 27.696364086055503),(470.96708251001327*(0.93885734003710002*x_0 - 1)**2*(0.0030932890073430832*x_0 - (x_1 - 0.027525864927176815)**3 - 0.00074031529999165475)**2 + 0.035100000000000006)*(18.451343280861002*x_1 + 2.87*arctan(17.335100492681886 - 97.25314620206733*x_0) - 0.48779128054320781),(-0.07056918825778908*x_0 + 16.373689915732*(x_1 - 0.02823184518541009)**3 + 0.066219579176738279)*(0.367514360801712*x_1 + 4.2*cos(49.546331276801*x_0 - 5.5571895716919906) + 1.3746943914624312),(14.902065037892309*sqrt(1 - 8.1787508190210011e-9*x_0) - 14.90161452015439)*(-0.091321035626732507*x_1 - 177.73797873759853 - 1.4879725422723387/(58.970751153311355*tan(322.4698357440817*x_1 + 2.8026671840952792*(x_1 - 0.026647469883845699)**2 - 2.4695519295680619) + 1.0868459059576343)),0.00079 + 0.8400000000000001/((-2.05*tan(0.01677257403933894*x_0 - 0.017067379788010693) - 0.08760000000000001)*(96.36421180427827*x_1 + 0.614*arctan(0.115463372009942*x_0 - 0.12699283187398667) - 93.7*arctan(44.87408072079824*x_1 - 39.32670206029881) - 80.90421455256475 + 0.04700000000000001/(0.42000000000000004 + 0.009179999999999999/(-0.662 - 1.5013252982744258e+59*exp(-121.945526228044*x_0))))),-0.00015501654971637034*(0.59622885600169666*x_0 - 1)**2 + (-0.00060681305185801039*x_1 - 0.55149380633732409)*(-3.044273088497465e-8*tan((93.325715405673812*x_1 - 18.4609279122055)*(2.040604520356616*x_0 + 82.695992535445962*x_1 - 23.94332286248929)) - 0.1317237703134684) - 0.079216717476512825 - 5.151221681242305/(93.79992924190894 - 4.5772148017703796*(-0.026309401706645374*x_0 - 1)**2),0.0016769204272551038*(0.0012882919312410151*cos(134.68629033054583*x_1 - 36.12568766468904) - 1)**3 + 1.182530737971674e-7*tan(74.109512628881963*x_0 - 81.934054881466371) - 0.027881903404748125
-0.099876028937015461*x_0 + 0.00014071303923770626 - 0.0007999999999999999/(-0.44102561092412442*x_0 - (4.89428276519704*x_1 - 0.14827474979480795)*(-1.032426366539935*x_0 - 49.4764721902318*x_1 + 0.61909733414670402) + 5.559809328364275),-0.1025001975059561*x_0 + (0.00754*cos(4.877750626928172*x_0 + 65.94769714640035) - 0.00603)*(7.6172070633784825*x_1 - 4.6000000000000005*cos(754.10349927446977*x_1 - 10.484073738410372) + 0.26057905314737) + 0.0043732304719557361,(-6.0199779021081 - 0.3199976835857361/(-0.0008487175677643338*x_0 - 69.32253007969583*x_1 + 5.2895231323885128))*(4.891280778235268e-5*(0.11560130703170662*x_0 - sin(7.31999076319405*sin(2.2193214370686984*x_0 + 2.4224057400780861 + 0.5939998122773005/((8.23999997991618 + 4.8400000572309825/(1.9231334452037087*x_1 - 0.017152942365749191))*(0.7170783788224921*x_1 + 44.290199597837744))) - 5.33002667979032) - 0.035071521584189156)**3 + 0.0031868244426467482),-0.098359664634257712*x_0 - 0.003067681758521923 + 0.00402/(15.967781786030358*x_1 - 9.787405894184927 + 3.91/(-1.9217242849708309*x_1 - 3.816671063063083)),-4.4664010404139568e-6*x_0 + 1.3850655791480904e-6*sin(93.140721417545509*x_0 - 72.09203464808109) + 6.914544296718681e-7*sin(314.213616325937*x_1 - 46.132529836854289) - 0.080010724801195436,(-0.03527597479744767*cos(28.223072848921055*x_1 - 0.5022937636499199) - 39.36128488822243)*(cos(-100.2613833397462*x_0 + 21.289793867398984*Abs(24.129988275218576*(0.1353104307781465*x_0 + 1)**2 + 0.048302587363318134) + 65.134805760726782) - 75.77534121460396)*(1.2803569804412376e-5*x_0 + 0.3743709490960166*cos(0.0004636514377075246*x_0 + 0.07370192088669753) - 0.3733706298268352),-0.099468239553741323*x_0 - 0.00024006533123750894 + 0.153/(-0.014904413837692096*x_0 + (8.148415487031122 - 28.326710107237316*x_1)*(89.974982332281374*x_0 - 15.360788199845605) + (0.35441493626783757*x_0 - 0.25517346817289712)*(584.07597216528318*x_1 - 16.057616028462812) + 14.603336669956199),-0.09782495258489922*x_0 + 0.0020159435893108396 + 0.038700000000000005/(-0.08570000000000001*sin(1.8952928749758166*(1 + 0.154166666666667/(0.703195740662382 - 27.6778133179265*x_1))**2*(0.017900055987476947*x_0 + 1)**2*(0.34722326990655711*x_0 - 1)**2 - 0.09740000000000001) - 4.39*cos(110.972364718101*x_1 - 1.892954620580305) - 0.080900000000000007),(-0.0003357630312775553 + 1.0383849697091884e-5/(73.18642645724397 - 98.90689561205197/(-4.223115469632701*sin(7.0760263873280876*x_0 - 2.5614385641887941) - 0.378794121164076)))*(35.99341492402621*x_1 + 36.436344251070689),(-0.0297 - 0.0332/(-0.153748595360607*x_0 - 0.2258086754219655*x_1 - 1.5464564473449368))*(0.0074747340827488755*x_0 - (-4.294427169492579*x_0 - 34.476757832055235)*(0.2011493480804779*x_0 + 0.59876511920900226) + arctan(7.338620252800801 - 27.8449423959825*x_1) - 21.981521114905527),-0.11195416052836793 + 6.142503983107969e-6/(0.04165416127235664 + 70.90811171347491/(-15.48880313975162*x_0 + 5.540789765919692*tan((13.405999337293461*x_1 - 4.438784582454495)*(9.437887871929269*(x_0 - 0.63970481684552817)**3 - 8.764707922658301)) + 16.998501462329581)),-0.13986014574573344 + 0.03221552820999861/(-6.7587165854638868*x_0 + 56.182042918259545*x_1 + (22.58589376170997*cos(2.6777463451606653*x_1 + 3.690791191980938) + 47.85576970662435)*(16.729944489490658*x_1 - 47.63212313773704*tan(53.587993562198641*x_0 - 61.462856033188449) - 42.06628928140799) - 63.680807197133374 + 25.696868575777515/(-34.38034417636632*sqrt(1 - 0.019657769142566398*x_0) - 0.44293339727676095))
,,,,,,,,,,,
