	system	snr	iinit	TE	TEinf	expr_model	method	data_version	exp_version	benchmark	duration
0	lorenz	inf	0	1.0562769371503853	1.0562769371503853	[['-9.516 x + 9.735 y + -0.031 x^2 + 0.005 y^2 + -0.010 x*z + 0.001 x^2*z', '-24.633 1 + 15.526 x + 3.074 y + 0.027 y^2 + -0.186 x*y + -0.001 y^3 + -0.014 y^2*x + -0.016 z^2*x + -0.001 z^2*y', '-0.097 y + -2.641 z + 0.002 y^2 + 0.997 x*y + 0.001 x^2*y']]	sindy	allonger	e2	custom	8.44083023071289
1	lorenz	30	0	1.4499835446910239	1.4033235455569453	[['0.367 x + 6.385 y + -2.610 z + -0.026 x^2 + -0.065 x*y + 0.287 y*z + 0.051 x^3 + -0.004 y^3 + 0.001 z^3 + -0.056 x^2*y + -0.003 y^2*z + -0.009 z^2*x + -0.001 z^2*y', '-30.721 1 + -1.828 x + 9.128 y + 2.459 z + 0.030 y^2 + -0.237 x*y + -0.062 y*z + -0.100 x^3 + -0.001 z^3 + 0.129 x^2*y + 0.005 y^2*z + -0.039 y^2*x + 0.003 z^2*x + -0.011 z^2*y', '-1.211 y + -1.335 z + 0.456 y^2 + -0.260 x*y + 0.006 x^3 + -0.018 y^3 + -0.003 z^3 + -0.081 x^2*y + 0.031 x^2*z + 0.071 y^2*x + 0.003 z^2*x + 0.004 z^2*y']]	sindy	allonger	e2	custom	8.46304702758789
2	lorenz	13	0	2.377290899488892	1.8785914475633811	[['-8.743 1 + -4.317 x + 9.051 y + 0.413 z + 0.378 x^2 + 0.107 y^2 + -0.401 x*y + 0.141 x*z + -0.412 y*z + -0.011 x^3 + -0.002 y^3 + -0.001 z^3 + 0.008 x^2*y + 0.001 x^2*z + -0.003 y^2*z + -0.003 z^2*x + 0.009 z^2*y', '-54.019 1 + 10.155 y + 1.729 z + 0.904 x^2 + 0.134 y^2 + -0.727 x*y + 0.601 x*z + -0.984 y*z + -0.034 x^3 + -0.014 y^3 + -0.002 z^3 + -0.090 x^2*y + -0.003 x^2*z + -0.001 y^2*z + 0.075 y^2*x + -0.015 z^2*x + 0.026 z^2*y', '79.021 1 + -42.840 x + 17.694 y + -6.952 z + 3.654 x^2 + 0.069 y^2 + 0.193 z^2 + -1.287 x*y + 2.335 x*z + -1.945 y*z + 0.039 x^3 + -0.073 y^3 + -0.002 z^3 + -0.273 x^2*y + -0.066 x^2*z + 0.030 y^2*z + 0.324 y^2*x + -0.032 z^2*x + 0.033 z^2*y']]	sindy	allonger	e2	custom	8.507997274398804
3	lorenz	inf	1	2.809357456990182	2.809357456990182	[['-10.053 x + 10.015 y + 0.002 x*z', '28.653 x + -1.259 y + -0.002 z + -1.041 x*z + 0.011 y*z + 0.001 z^2*x', '-2.668 z + 0.008 x^2 + 0.006 y^2 + 0.995 x*y']]	sindy	allonger	e2	custom	8.596966743469238
4	lorenz	30	1	3.82157156603731	3.8269936323297657	[['0.474 1 + -6.201 x + 8.167 y + -0.050 z + 0.003 x^2 + -0.007 y^2 + -0.064 x*z + 0.026 y*z + 0.017 x^3 + 0.003 y^3 + -0.010 y^2*x + -0.002 z^2*x', '11.187 x + 7.260 y + 0.021 z + -0.055 x^2 + -0.023 y^2 + 0.002 z^2 + -0.394 x*z + -0.241 y*z + -0.058 x^3 + 0.054 x^2*y + 0.002 y^2*z + -0.015 y^2*x', '5.518 1 + -0.026 y + -3.254 z + -0.038 y^2 + 0.991 x*y + 0.028 x*z + -0.006 x^3 + -0.005 y^3 + 0.001 z^3 + -0.005 x^2*z + 0.004 y^2*z + 0.013 y^2*x + -0.001 z^2*y']]	sindy	allonger	e2	custom	8.62711238861084
5	lorenz	13	1	155100.900338571	187672.48016508244	[['14.986 1 + 9.427 x + 0.528 y + -2.209 z + 0.008 x^2 + -0.038 y^2 + 0.077 z^2 + 0.069 x*y + -0.798 x*z + 0.224 y*z + -0.005 x^3 + 0.001 y^3 + -0.001 z^3 + 0.026 x^2*y + 0.002 x^2*z + -0.002 y^2*z + -0.014 y^2*x + 0.009 z^2*x + -0.002 z^2*y', '-16.361 1 + 6.583 x + 3.765 y + 1.966 z + -0.157 x^2 + -0.128 y^2 + -0.079 z^2 + 0.296 x*y + -0.354 x*z + 0.027 y*z + -0.033 x^3 + -0.001 y^3 + 0.001 z^3 + 0.016 x^2*y + 0.002 x^2*z + -0.001 y^2*z + 0.002 z^2*x + -0.003 z^2*y', '-6.439 1 + 3.780 x + -1.113 y + -0.296 z + -0.297 x^2 + -0.457 y^2 + -0.171 z^2 + 1.956 x*y + -0.369 x*z + 0.148 y*z + 0.006 x^3 + -0.013 y^3 + 0.004 z^3 + -0.039 x^2*y + -0.008 x^2*z + -0.004 y^2*z + 0.046 y^2*x + 0.008 z^2*x + -0.004 z^2*y']]	sindy	allonger	e2	custom	2.770995855331421
6	lorenz	inf	2	3.16261969588684	3.16261969588684	[['-9.975 x + 9.977 y', '28.602 x + -1.237 y + -0.001 z + -1.038 x*z + 0.010 y*z + 0.001 z^2*x', '-2.653 z + 0.013 x^2 + 0.007 y^2 + -0.001 z^2 + 0.991 x*y']]	sindy	allonger	e2	custom	8.468615531921387
7	lorenz	30	2	3.3289194309943073	3.330499877823874	[['-4.338 x + 7.328 y + -0.018 x*y + -0.199 x*z + 0.067 y*z + 0.018 x^3 + 0.001 y^3 + -0.011 x^2*y + 0.001 y^2*z', '0.281 1 + 17.133 x + 4.583 y + 0.016 z + -0.124 x^2 + 0.021 y^2 + 0.014 x*y + -0.608 x*z + -0.225 y*z + -0.035 x^3 + 0.002 y^3 + 0.012 x^2*y + 0.003 x^2*z + 0.003 z^2*y', '-1.674 1 + 0.138 y + -2.163 z + -0.378 x^2 + -0.059 y^2 + -0.057 z^2 + 1.366 x*y + -0.002 x^3 + 0.002 z^3 + -0.001 y^2*z']]	sindy	allonger	e2	custom	8.042033433914185
8	lorenz	13	2	4.14175499074669	4.32676688612724	[['23.102 1 + 3.516 x + 4.773 y + -4.520 z + -0.164 x^2 + 0.135 y^2 + 0.229 z^2 + -0.108 x*y + -0.559 x*z + 0.013 x^3 + -0.005 y^3 + -0.003 z^3 + -0.011 x^2*y + 0.007 x^2*z + -0.002 y^2*z + 0.014 y^2*x + 0.005 z^2*x + 0.002 z^2*y', '6.651 1 + 8.670 x + 5.932 y + -3.565 z + -0.112 x^2 + 0.193 y^2 + 0.238 z^2 + -0.087 x*y + -0.609 x*z + -0.030 x^3 + -0.008 y^3 + -0.004 z^3 + 0.006 x^2*z + -0.006 y^2*z + 0.019 y^2*x + 0.007 z^2*x + -0.003 z^2*y', '-55.782 1 + 6.211 x + -1.843 y + 3.984 z + 0.447 x^2 + 0.152 y^2 + -0.287 z^2 + 0.597 x*y + -0.301 x*z + -0.226 y*z + 0.011 x^3 + 0.020 y^3 + 0.005 z^3 + -0.017 x^2*y + -0.022 x^2*z + 0.007 y^2*z + -0.018 y^2*x + 0.004 z^2*x + 0.008 z^2*y']]	sindy	allonger	e2	custom	3.125011920928955
9	lorenz	inf	3	0.30527409082762536	0.30527409082762536	[['-9.830 x + 9.911 y + -0.004 z + -0.004 x*z', '0.261 1 + 27.932 x + -0.937 y + -0.016 z + -0.003 x*y + -1.004 x*z + 0.002 y*z', '-2.662 z + 0.005 y^2 + 0.988 x*y']]	sindy	allonger	e2	custom	8.218039989471436
