t,x,y,dx,dy
0.0,-0.464582260781011,-0.40283541703098,-0.41039477769201194,-0.1425399139587913
0.1,-0.5056217385502122,-0.41708940842685915,-0.4160936786626959,-0.112663173829253
0.2,-0.5478009965135502,-0.4253680517968306,-0.4241104599199963,-0.045078627977014896
0.30000000000000004,-0.5904438305342115,-0.42610513402226213,-0.4246059801441121,0.03755509165296905
0.4,-0.6327221925423726,-0.4178570334662368,-0.4161649064124251,0.1331687680587451
0.5,-0.6736768118166965,-0.3994713804105131,-0.3976616165961855,0.23805434171181028
0.6000000000000001,-0.7122545158616097,-0.37024616512387476,-0.36841259959329464,0.347159609448352
0.7000000000000001,-0.7473593317353554,-0.3300394585208427,-0.3282800381495071,0.45476375868465063
0.8,-0.7779105234915111,-0.27929341338694463,-0.2776926055640355,0.5554290698383464
0.9,-0.8028978528481625,-0.21895364455317343,-0.21756610766024365,0.6450095500918287
1.0,-0.8214237450235599,-0.15029150336857888,-0.1491312051414423,0.7214607677572982
1.1,-0.832724093876451,-0.0746614910017138,-0.07369834546370468,0.7852659495301719
1.2000000000000002,-0.8361634141163008,0.006761686537455527,0.007598503958620162,0.8394416025325813
1.3,-0.8312043930847269,0.09322682950480246,0.09404203555216262,0.889240071991117
1.4000000000000001,-0.8173550070058683,0.1846097009356789,0.1855355189395269,0.9417601984752658
1.5,-0.7940972892968216,0.28157886919985564,0.28277253603445685,1.0056865530587884
1.6,-0.7608004997989769,0.3857470115474366,0.3873942544175457,1.0913214756327743
1.7000000000000002,-0.7166184384133124,0.4998431643264105,0.5021680292382447,1.2109827888747953
1.8,-0.660366893951328,0.6279435693223957,0.6312225048271591,1.3797123586496107
1.9000000000000001,-0.5903739374478806,0.7757856360563327,0.7803582046015167,1.615992567211551
2.0,-0.5042952530310246,0.9511420827647059,0.9573960420374661,1.9415438924621853
2.1,-0.39889472904038736,1.1640944145487697,1.1723653191225092,2.3776702021180505
2.2,-0.2698221892065228,1.426676123188316,1.4369150186453983,2.931837049426965
2.3000000000000003,-0.11151172531130768,1.7504618244341628,1.7613687266187865,3.5609555427043804
2.4000000000000004,0.08245155611723456,2.138867231729192,2.146098315814804,4.091319504317472
2.5,0.31770793785165313,2.568725725297657,2.5626060198575353,4.100250995434897
2.6,0.5949727600887417,2.9589174308161716,2.9258817966683046,2.905033825264778
2.7,0.902884297185314,3.1497324903506128,3.0863231094124757,0.03347716401247203
2.8000000000000003,1.2122373819712369,2.965612863618666,2.8982217196387574,-3.8172412220873797
2.9000000000000004,1.4825286411130656,2.386284245933137,2.35513740279874,-6.720246406256274
3.0,1.683264862530985,1.621563582367411,1.6345016510204868,-7.2873652275256955
3.1,1.809428971317163,0.9288112004279976,0.961452599535424,-5.970917202139541
3.2,1.8755553824380697,0.4273801419395029,0.4578817753341169,-4.105581575659461
3.3000000000000003,1.9010053263839863,0.10769488529610523,0.12892071961256857,-2.558546615401224
3.4000000000000004,1.9013395263605835,-0.08432918114074192,-0.07140123338011284,-1.5294779543241135
3.5,1.8867250797079638,-0.19820070556871747,-0.1908111850318317,-0.914777841094976
3.6,1.8631772893542171,-0.2672847493597371,-0.2631917799327488,-0.5666522486822504
3.7,1.834086723721414,-0.31153115530516756,-0.3093124639705902,-0.37510386002966717
3.8000000000000003,1.801314796560099,-0.34230552136567055,-0.34114081683173314,-0.27236167932186944
3.9000000000000004,1.7658585603550674,-0.36600349116954145,-0.36543858604345836,-0.21979344656142707
4.0,1.7282270793514074,-0.38626421067795597,-0.38605236823346933,-0.1961241753747861
4.1000000000000005,1.6886480867083735,-0.40522832624449867,-0.40523762714007816,-0.18985426760508406
4.2,1.6471795539233918,-0.4242350641989728,-0.42439736928947425,-0.1949060221492449
4.3,1.6037686128504787,-0.44420953067434765,-0.4444931760748838,-0.20824520392328183
4.4,1.558280918708415,-0.46588410498362914,-0.46627970943868946,-0.22862009432285418
4.5,1.5105126709627408,-0.4899335495389185,-0.49044712280556846,-0.2559204147636271
4.6000000000000005,1.4601914941473013,-0.5170681879363546,-0.5177185285466279,-0.29088822503909456
4.7,1.4069689652534152,-0.5481111945467374,-0.5489301487708453,-0.3350457823004199
4.800000000000001,1.3504054643931322,-0.5840773443964385,-0.5851124346496772,-0.3907818450807887
4.9,1.2899464783234798,-0.6262675635628951,-0.6275871287965151,-0.4615855600393459
5.0,1.2248880386338292,-0.6763944564043077,-0.6780959773347861,-0.5524522962466172
5.1000000000000005,1.1543272828565225,-0.7367580228122186,-0.7389808223485306,-0.6705172748392546
5.2,1.077091874164123,-0.8104979113721587,-0.8134418615055983,-0.8260011362695757
5.300000000000001,0.9916389105554029,-0.9019582500661337,-0.9059100082627464,-1.0335596329048269
