  index    complexity    length       TE    TE_inf  expr_x            expr_y        index_column  method    data_version    system      snr    init
     25             8        66  4.76534   5.01554  2.377 - 0.495*x2  x1 - 1.088              25  dso       all             predprey     13       0
      0             6        46  7.21643   7.68455  -0.143*x2         x1 - 1.088               0  dso       all             predprey     13       0
