	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
7	345	60	255	0.11508379253003664	0.11508379253003664	x1*(0.022 - 0.006*x1)*(x2 + 188.733) + (x1 - 0.005)*(-x2 + 0.032*x2/(-3.045*x1 + 2*x2) - 0.185)/(x1 + 0.931)	(4*x1 - x2 + (2*x1 + x2 + 2)/x2)/(x1 + 2)	345	dso	all	predprey	inf	2
6	343	51	240	0.17835901395055098	0.17835901395055098	x1*(0.022 - 0.006*x1)*(x2 + 188.733) + (x1 - 0.005)*(-x2 + 0.032*x2/(-3.045*x1 + 2*x2) - 0.185)/(x1 + 0.931)	(4*x1 - x2 + 3/2)/(x1 + 2)	343	dso	all	predprey	inf	2
5	270	37	187	0.2592274160275896	0.2592274160275896	0.544*x1*(4.465 - 1.928*x1) + x1*(0.149*x1 - 0.648)*(x1*(0.587*x1 - 3.768) + x2)	-x2/(2*x1 + 1) + 2	270	dso	all	predprey	inf	2
4	123	26	123	0.2819970498591248	0.2819970498591248	(-0.344*x1 - 0.079)*(x1 + x2 - 8.447) - 0.475	(4*x1 - x2 + 3/2)/(x1 + 2)	123	dso	all	predprey	inf	2
3	49	22	68	0.5061158131903953	0.5061158131903953	0.486*x1*(5.521 - x2)	x1 - x2**2/(x1 + 4*x2)	49	dso	all	predprey	inf	2
2	48	13	55	0.5607792269695615	0.5607792269695615	0.486*x1*(5.521 - x2)	x1 - x2/4	48	dso	all	predprey	inf	2
1	26	10	35	2.047656147947742	2.047656147947742	-0.316*x1**2	x1 - x2/4	26	dso	all	predprey	inf	2
0	23	8	32	3.6264739266579236	3.6264739266579236	-0.316*x1**2	x1 - 1	23	dso	all	predprey	inf	2
