	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
9	368	32	236	1.9662957422069436	1.1037504408413454	-18.149*sin((1.006*x1 - 1.012*x2 + 0.043)*(x1*(1.896*x1 + 1.948*x2 + 0.18) + x1 - 1.455) - 3.201)	5.895 - x1	368	dso	allonger	barmag	13	0
7	345	30	217	1.9663289276058424	1.1048949004998754	-18.063*sin((x1 - 1.005*x2 + 0.036)*(x1*(1.916*x1 + 1.958*x2 + 0.114) + x1 - 1.21) - 2.845)	5.895 - x1	345	dso	allonger	barmag	13	0
8	347	29	220	2.0269504543778885	2.0926413222756093	-18.063*sin((x1 - 1.005*x2 + 0.036)*(x1*(1.916*x1 + 1.958*x2 + 0.114) + x1 - 1.21) - 2.845)	-3.266*sin(x1)	347	dso	allonger	barmag	13	0
6	163	15	82	2.1528022892949856	3.9039772461751987	9.076*cos(x1*(-x1 + x2 + 1.213))	-3.266*sin(x1)	163	dso	allonger	barmag	13	0
4	116	14	76	2.4740707468749275	6.190445416406458	(x1 - 7.169)*(x1 - 0.712*x2)	5.888 - x1	116	dso	allonger	barmag	13	0
5	117	13	79	2.8605475632890798	8.85027091358689	(x1 - 7.169)*(x1 - 0.712*x2)	-3.266*sin(x1)	117	dso	allonger	barmag	13	0
3	94	10	55	3.222383211866169	9.330039452985229	-5.134*sin(x1*x2)	-3.266*sin(x1)	94	dso	allonger	barmag	13	0
2	27	9	50	3.492030717211095	11.771355328887578	x2 - 6.3	-5.701*sin(2*x1)	27	dso	allonger	barmag	13	0
0	24	8	45	3.567702238190008	12.943932516535533	x2 - 6.3	5.888 - x1	24	dso	allonger	barmag	13	0
1	25	7	48	25.451416749676607	97.8424089929127	x2 - 6.3	-3.266*sin(x1)	25	dso	allonger	barmag	13	0
