	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
9	84	23	150	0.596574952780611	0.28272582020962606	x1*(0.409 - 0.068*x1)	0.452*x2**2*(cos(x2*(2.2*x1*x2 - 5.633)) - 1.313)	84	dso	allonger	barmag	30	2
7	47	21	145	0.60601680909479	0.31446827758307877	1.873 - 0.31*x1	0.452*x2**2*(cos(x2*(2.2*x1*x2 - 5.633)) - 1.313)	47	dso	allonger	barmag	30	2
3	10	19	126	0.689921077806491	0.5053617409795864	x2 - 0.3	0.452*x2**2*(cos(x2*(2.2*x1*x2 - 5.633)) - 1.313)	10	dso	allonger	barmag	30	2
6	43	18	139	0.7034524290306752	0.42431846081020974	1.873 - 0.31*x1	(0.853*x1 - 5.54)*(x2*(x2 - 0.698) + 0.145)	43	dso	allonger	barmag	30	2
8	76	16	79	0.7235405061622622	0.42352954306548785	x1*(0.409 - 0.068*x1)	x2**2*(0.235 - x2)	76	dso	allonger	barmag	30	2
5	39	14	74	0.7336637054097823	0.4561784118006239	1.873 - 0.31*x1	x2**2*(0.235 - x2)	39	dso	allonger	barmag	30	2
2	4	12	75	0.7917618468781944	0.583448678126423	x2 - 0.3	x2**3*(0.383*x1 - 2.475)	4	dso	allonger	barmag	30	2
1	1	10	53	1.032144359865667	0.8870963637312632	x2 - 0.3	x2*(0.335 - x2)	1	dso	allonger	barmag	30	2
4	37	8	66	1.5568915052277237	1.2974726167539812	1.873 - 0.31*x1	-0.17*x2	37	dso	allonger	barmag	30	2
0	0	6	47	2.682454411492353	2.8090465071091835	x2 - 0.3	-0.17*x2	0	dso	allonger	barmag	30	2
