	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
9	333	35	268	0.916761289285933	0.7142319203390134	3.833*cos(1.056*x1*(x1 - 1.537))*cos((6.747*x1 - 20.319)*(0.206*x1 + x2**2 + 0.206*x2 + 3.073)) + 0.03	0.654*cos(x2) - 0.647	333	dso	allonger	barmag	30	1
8	331	34	264	0.959000835106042	0.789865950237295	3.833*cos(1.056*x1*(x1 - 1.537))*cos((6.747*x1 - 20.319)*(0.206*x1 + x2**2 + 0.206*x2 + 3.073)) + 0.03	0.139 - 0.494*x2	331	dso	allonger	barmag	30	1
3	33	22	153	1.0489317914934186	0.7542806002840343	0.18*x2**2	(0.325*x2 - 0.083)*(cos((x1 + 0.623)*(x1 + x2 - 1.017)) - 1.454)	33	dso	allonger	barmag	30	1
7	179	19	142	1.1087113547651777	1.0624470026399433	0.275*x1*cos(2.083*x1*(x1 + 1.021*x2 - 2.349))	0.654*cos(x2) - 0.647	179	dso	allonger	barmag	30	1
6	177	18	138	1.13852928803103	1.1060825717333669	0.275*x1*cos(2.083*x1*(x1 + 1.021*x2 - 2.349))	0.139 - 0.494*x2	177	dso	allonger	barmag	30	1
5	135	16	106	1.138866581182601	1.1161434288519771	sin(2*x1*(0.759*x1 + x2 + 0.459))	0.654*cos(x2) - 0.647	135	dso	allonger	barmag	30	1
4	133	15	102	1.1682034269094896	1.158186964862887	sin(2*x1*(0.759*x1 + x2 + 0.459))	0.139 - 0.494*x2	133	dso	allonger	barmag	30	1
2	27	12	62	1.2322085817391828	1.0611856876631693	0.18*x2**2	(x1 + x2 - 6.069)*sin(x1)	27	dso	allonger	barmag	30	1
1	23	10	67	1.298058725711661	1.4169168671244068	0.18*x2**2	0.139 - 0.494*x2	23	dso	allonger	barmag	30	1
0	0	6	45	1.8530683167087405	2.066682474305341	0.222*x2	-0.338*x2	0	dso	allonger	barmag	30	1
