	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	28	51	2.0005703535351604	2.0407173183649987	0.069*x + 1.033*y	-0.902*x**2*y - 2.109*x + 1.129*y**2/(y + 0.234) - 0.94	0	proged	numdif	all	myvdp	13	0
1	29	55	1.9922494705869735	2.0314825855767316	0.069*x + 1.033*y	-0.898*x**2*y - 2.123*x + 1.108*y - 0.306*y/(y + 0.233) - 0.919	1	proged	numdif	all	myvdp	13	0
2	10	18	2.9969251704114	3.0631843173887536	1.027*y - 0.037	-1.247*x - 1.396	2	proged	numdif	all	myvdp	13	0
3	26	49	2.03479714869476	2.077498102604977	1.027*y - 0.037	-0.902*x**2*y - 2.109*x + 1.129*y**2/(y + 0.234) - 0.94	3	proged	numdif	all	myvdp	13	0
4	27	53	2.028277556699488	2.0701567877440823	1.027*y - 0.037	-0.898*x**2*y - 2.123*x + 1.108*y - 0.306*y/(y + 0.233) - 0.919	4	proged	numdif	all	myvdp	13	0
5	6	8	4.432488555299772	4.5543614979359495	1.026*y	-1.003*x	5	proged	numdif	all	myvdp	13	0
6	8	13	3.009717733500464	3.076948707745366	1.026*y	-1.247*x - 1.396	6	proged	numdif	all	myvdp	13	0
7	14	25	2.0693798819413844	2.0800736460367335	1.026*y	-0.596*x**2*y - 1.835*x - 1.217	7	proged	numdif	all	myvdp	13	0
8	13	20	2.3483701416719844	2.382652655244125	1.026*y	-0.607*x**2*y - 1.633*x	8	proged	numdif	all	myvdp	13	0
9	24	44	2.0543617121457474	2.096670094480396	1.026*y	-0.902*x**2*y - 2.109*x + 1.129*y**2/(y + 0.234) - 0.94	9	proged	numdif	all	myvdp	13	0
10	25	48	2.04696290489529	2.0884567415728386	1.026*y	-0.898*x**2*y - 2.123*x + 1.108*y - 0.306*y/(y + 0.233) - 0.919	10	proged	numdif	all	myvdp	13	0
11	31	59	1.985060252483838	2.031355769803813	0.001*y**5 + 0.785*y + 0.034	-0.902*x**2*y - 2.109*x + 1.129*y**2/(y + 0.234) - 0.94	11	proged	numdif	all	myvdp	13	0
12	32	63	1.9755309047859413	2.0207121283892584	0.001*y**5 + 0.785*y + 0.034	-0.898*x**2*y - 2.123*x + 1.108*y - 0.306*y/(y + 0.233) - 0.919	12	proged	numdif	all	myvdp	13	0
