  complexity    length        TE     TE_inf  expr_x                         expr_y                                                                                index_column  method    exp_type    data_version    system      snr    init
          28        51   5.04544   7.18699   -0.01*x/(x + 1.633) + 1.013*y  -0.677*x**3 - 1.352*x**2*y + 1.625*y - 0.213                                                     0  proged    numdif      all             myvdp        13       2
          10        15  15.0896   20.5052    -0.076*x + 1.004*y             -2.626*x                                                                                         1  proged    numdif      all             myvdp        13       2
          12        20  15.0725   20.4809    -0.076*x + 1.004*y             -2.626*x - 0.014                                                                                 2  proged    numdif      all             myvdp        13       2
          31        62   1.25354   0.609462  1.004*y + 0.009                -1.229*x**2*y**3/(y - 0.113)**2 + 0.329*x**2 - 3.037*x + 1.578*y + 0.01                          3  proged    numdif      all             myvdp        13       2
          35        71   1.14838   0.338332  1.004*y + 0.009                -1.267*x**2*y + 0.188*x*y**3/(y - 0.14)**2 - 3.03*x + 0.003*y**2 + 1.623*y + 0.054               4  proged    numdif      all             myvdp        13       2
          11        20  15.0772   20.492     -0.076*x + 1.005*y + 0.01      -2.626*x                                                                                         5  proged    numdif      all             myvdp        13       2
           6         8  17.6959   23.6069    1.004*y                        -2.626*x                                                                                         6  proged    numdif      all             myvdp        13       2
           8        13  17.677    23.5806    1.004*y                        -2.626*x - 0.014                                                                                 7  proged    numdif      all             myvdp        13       2
          13        20   6.73408  10.472     1.004*y                        -0.665*x**2*y - 2.759*x                                                                          8  proged    numdif      all             myvdp        13       2
          14        25   6.07296   8.89499   1.004*y                        -0.187*x**4*y - 2.964*x - 0.396                                                                  9  proged    numdif      all             myvdp        13       2
          29        57   1.27654   0.717828  1.004*y                        -1.229*x**2*y**3/(y - 0.113)**2 + 0.329*x**2 - 3.037*x + 1.578*y + 0.01                         10  proged    numdif      all             myvdp        13       2
          33        66   1.1541    0.292411  1.004*y                        -1.267*x**2*y + 0.188*x*y**3/(y - 0.14)**2 - 3.03*x + 0.003*y**2 + 1.623*y + 0.054              11  proged    numdif      all             myvdp        13       2
          39        76   1.14837   0.449689  -0.012*y**3 + 1.195*y          -1.267*x**2*y + 0.188*x*y**3/(y - 0.14)**2 - 3.03*x + 0.003*y**2 + 1.623*y + 0.054              12  proged    numdif      all             myvdp        13       2
