  complexity    length          TE      TE_inf  expr_x                                                             expr_y                                          index_column  method    exp_type    data_version    system      snr    init
          14        29  0.161875    0.161875    -0.707*cos(0.783*x)                                                0.629*sin(1.848*x) + 0.615                                 0  proged    numdif      allonger        barmag      inf       0
          12        24  0.262023    0.262023    -0.707*cos(0.783*x)                                                -1.231*sin(0.955*y)                                        1  proged    numdif      allonger        barmag      inf       0
          16        34  0.149093    0.149093    0.147 - 0.623*cos(0.822*x)                                         0.629*sin(1.848*x) + 0.615                                 2  proged    numdif      allonger        barmag      inf       0
          18        39  0.062493    0.062493    0.347*cos(1.792*x - 1.854) + 0.313                                 0.629*sin(1.848*x) + 0.615                                 3  proged    numdif      allonger        barmag      inf       0
          19        41  0.0483532   0.0483532   0.665*cos(0.739*x + 0.355*y + 1.071)                               0.629*sin(1.848*x) + 0.615                                 4  proged    numdif      allonger        barmag      inf       0
          24        53  0.0401614   0.0401614   0.665*cos(0.739*x + 0.355*y + 1.071)                               0.748*sin(0.586*x + 0.789*y - 4.794) + 0.505               5  proged    numdif      allonger        barmag      inf       0
          29        66  0.00751225  0.00751225  -0.343*cos(1.804*x) - 0.897*cos(0.534*y - 4.998) + 0.024           0.748*sin(0.586*x + 0.789*y - 4.794) + 0.505               6  proged    numdif      allonger        barmag      inf       0
          26        58  0.0340119   0.0340119   0.342 - 0.336*sin(-2.699*x + 1.034*y + 4.787)                      0.748*sin(0.586*x + 0.789*y - 4.794) + 0.505               7  proged    numdif      allonger        barmag      inf       0
          17        36  0.0817855   0.0817855   0.391*cos(1.439*x) + 0.287                                         0.629*sin(1.848*x) + 0.615                                 8  proged    numdif      allonger        barmag      inf       0
          32        73  0.00497164  0.00497164  0.92*sin(0.435*y) - 0.204*sin(-2.675*x + 0.446*y + 3.066) - 0.127  0.748*sin(0.586*x + 0.789*y - 4.794) + 0.505               9  proged    numdif      allonger        barmag      inf       0
          28        63  0.00885318  0.00885318  -1.632*sin(0.878*x) + 1.255*sin(0.515*y) - 1.079                   0.748*sin(0.586*x + 0.789*y - 4.794) + 0.505              10  proged    numdif      allonger        barmag      inf       0
