  complexity    length       TE    TE_inf  expr_x              expr_y                        index_column  method    exp_type    data_version    system      snr    init
          14        29  1.03219  0.773106  2.722*cos(0.262*x)  0.491*sin(0.807*x) + 0.469               0  proged    numdif      allonger        barmag       30       3
          12        24  1.13475  0.87964   2.722*cos(0.262*x)  0.329*cos(0.269*x)                       1  proged    numdif      allonger        barmag       30       3
