	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
10	271	48	280	0.2623336479835893	0.19819712216586147	x2**2*(x2*(3.623*x1 - 41.363) + 15.182)	x2*(-x2 + (0.024*x1**2 - x2 + 0.345)*(9.134*x2 - 4.567*x2/(0.013*x1 + 1.276*x2) + 0.405) - 0.202)	271	dso	all	lv	30	2
9	264	33	202	0.28149042818885406	0.22436490891197824	x2**2*(x2*(3.623*x1 - 41.363) + 15.182)	x2**2*(x2 - 0.583)*(1.979*x1 - 4.331*x2 - 8.275) - x2 + 0.002	264	dso	all	lv	30	2
7	257	27	143	0.37608584897724623	0.32724188906233226	x2**2*(x2*(3.623*x1 - 41.363) + 15.182)	1.76/(4.639 - (x1 + 1.663)/x2)	257	dso	all	lv	30	2
8	260	26	144	0.7493992303753418	0.7069340705462787	x2**2*(x2*(3.623*x1 - 41.363) + 15.182)	-2.132*x1/(x1 - 10.686 + 9.605/x2)	260	dso	all	lv	30	2
6	178	25	125	0.8612627607336549	0.8127818452053888	x2**3*(2*x1 - 20.749)	x1/(-2.716*x2 + 7.263 - 5.704/x2) - 0.005	178	dso	all	lv	30	2
4	59	16	78	1.0464288050839448	0.9975009000583018	x2*(x1 - 13.948*x2)	x2*(-5.67 + 10.75/x1)	59	dso	all	lv	30	2
3	58	14	61	1.2099980617460804	1.163608282641272	x2*(x1 - 13.948*x2)	x2**2*(x2 - 4.037)	58	dso	all	lv	30	2
5	84	12	68	1.5311209892312798	1.4918936055572223	x2*(-27.447 + 60.155/x1)	-2.822*x2	84	dso	all	lv	30	2
1	4	11	74	3.0823489262615897	3.0825168212394085	-11.511*x2	x2*(x1 - 1.893)*(x2 - 2.665)	4	dso	all	lv	30	2
2	28	8	45	3.3269148373908357	3.296441021584816	-9.957*x2**2	-2.822*x2	28	dso	all	lv	30	2
0	0	6	44	5.102075683898657	5.0711233622907965	-11.511*x2	-2.822*x2	0	dso	all	lv	30	2
