t,x,y
0.0,4.0,1.0
0.1,3.4661888017824256,0.7519898872910247
0.2,3.1918700671387086,0.5953652033628497
0.30000000000000004,3.0422997493059856,0.4900805542952561
0.4,2.9589446274761837,0.4146046318872196
0.5,2.913193578926662,0.35778353509742417
0.6000000000000001,2.889915738517387,0.31345995166844515
0.7000000000000001,2.8804757213029815,0.277982793924084
0.8,2.8795979801581475,0.24903987487625
0.9,2.8839242325451617,0.22508084054438152
1.0,2.8912875291764726,0.20501580507950784
1.1,2.900278068042304,0.18804916288066922
1.2000000000000002,2.9099710474929896,0.17358268941872404
1.3,2.9197602163795837,0.16115604140336906
1.4000000000000001,2.9292546216788087,0.15040852219899511
1.5,2.9382116803610834,0.14105349726880248
1.6,2.946491866573825,0.13286064352178031
1.7000000000000002,2.95402705193331,0.12564323713966646
1.8,2.960797958213522,0.1192488004740918
1.9000000000000001,2.9668179518039772,0.11355206431971676
2.0,2.9721213797607176,0.10844957473523273
2.1,2.9767552162107638,0.10385549885457265
2.2,2.9807731438412097,0.09969832440061745
2.3000000000000003,2.9842314314401457,0.09591823768767124
2.4000000000000004,2.9871861330883167,0.0924650245114174
2.5,2.9896912537478837,0.08929637895485237
2.6,2.991797614468472,0.08637653358181759
2.7,2.9935522171878466,0.08367514489687376
2.8000000000000003,2.9949979598736136,0.08116638290815334
2.9000000000000004,2.996173591439329,0.07882818479193372
3.0,2.997113825303519,0.07664164112200601
3.1,2.9978495527492157,0.07459048962451709
3.2,2.9984081140115397,0.07266069646094092
3.3000000000000003,2.998813597543161,0.07084010898970601
3.4000000000000004,2.9990871471770215,0.06911816707134552
3.5,2.9992472636876113,0.06748566245123597
3.6,2.9993100921693303,0.06593453772596036
3.7,2.999289690158544,0.06445771797826903
3.8000000000000003,2.999198273885709,0.06304896943558927
3.9000000000000004,2.9990464417400977,0.06170278053276842
4.0,2.998843375156582,0.06041426158958363
4.1000000000000005,2.9985970178599706,0.059179059987787476
4.2,2.998314234836626,0.05799328828096195
4.3,2.9980009526351763,0.056853463118160544
4.4,2.997662282690968,0.05575645322828689
4.5,2.9973026293682916,0.05469943501230386
4.6000000000000005,2.996925784353326,0.05367985453663069
4.7,2.9965350089329665,0.052695394923491325
4.800000000000001,2.9961331055774933,0.05174394830125534
4.9,2.995722480118965,0.05082359161598608
5.0,2.995305195689316,0.04993256571895415
5.1000000000000005,2.994883019459051,0.049069257240200066
5.2,2.9944574631011447,0.04823218283559642
5.300000000000001,2.994029817796444,0.04741997546172923
5.4,2.9936011844989006,0.04663137238586838
5.5,2.9931725000899663,0.04586520468464816
5.6000000000000005,2.992744559971832,0.045120388022474374
5.7,2.992318037578997,0.04439591453272987
5.800000000000001,2.9918935012246353,0.043690845651398524
5.9,2.991471428643948,0.04300430577505638
6.0,2.9910522195471922,0.04233547663461903
6.1000000000000005,2.99063620645637,0.041683592290340736
6.2,2.9902236640577335,0.04104793466970153
6.300000000000001,2.98981481727488,0.040427829578772896
6.4,2.989409848237721,0.039822643128512795
6.5,2.9890089022984316,0.03923177852517872
6.6000000000000005,2.988612093225049,0.038654673181128446
6.7,2.9882195076862996,0.03809079610809357
6.800000000000001,2.987831209123596,0.03753964556020355
6.9,2.9874472410951083,0.03700074689817856
7.0,2.9870676301638266,0.03647365064993093
7.1000000000000005,2.9866923883918663,0.03595793074592378
7.2,2.986321515494873,0.035453182910381076
7.300000000000001,2.9859550007030955,0.03495902319176829
7.4,2.9855928243685974,0.034475086618048933
7.5,2.9852349593535275,0.03400102596388777
7.6000000000000005,2.9848813722290246,0.033536510618554664
7.7,2.984532024310283,0.033081225544586666
7.800000000000001,2.984186872550069,0.032634870318389846
7.9,2.9838458703098425,0.03219715824495237
8.0,2.9835089680251334,0.03176781553965774
8.1,2.98317611377863,0.03134658057126409
8.200000000000001,2.9828472537942488,0.030933203160283956
8.3,2.982522332862479,0.030527443927907245
8.4,2.9822012947060914,0.03012907369109051
8.5,2.9818840822942434,0.029737872899825494
8.6,2.9815706381118834,0.02935363111304636
8.700000000000001,2.981260904390456,0.028976146509923372
8.8,2.9809548233049767,0.02860522543369713
8.9,2.9806523371419886,0.028240681965428248
9.0,2.98035338844235,0.02788233752526826
9.1,2.9800579201220203,0.027530020499164896
9.200000000000001,2.979765875573972,0.027183565888983838
9.3,2.9794771987536435,0.026842814984317696
9.4,2.9791918342501305,0.02650761505436134
9.5,2.9789097273450142,0.02617781905837699
9.600000000000001,2.9786308240605144,0.025853285373417106
9.700000000000001,2.9783550711984126,0.025533877538035793
9.8,2.978082416371005,0.0252194640108733
9.9,2.9778128080249444,0.024909917943173817
