t,x,y
0.0,8.138019306232884,2.0030535675671657
0.1,8.136535121033917,1.9868319627396962
0.2,8.136535121033917,1.9868319627396962
0.30000000000000004,8.136535121033917,1.9868319627396962
0.4,8.136535121033917,1.9868319627396962
0.5,8.136535121033917,1.9868319627396962
0.6000000000000001,8.136535121033917,1.9868319627396962
0.7000000000000001,8.136535121033917,1.9868319627396962
0.8,8.136535121033917,1.9868319627396962
0.9,8.136535121033917,1.9868319627396962
1.0,8.136535121033917,1.9868319627396962
1.1,8.136535121033917,1.9868319627396962
1.2000000000000002,8.136535121033917,1.9868319627396962
1.3,8.136535121033917,1.9868319627396962
1.4000000000000001,8.136535121033917,1.9868319627396962
1.5,8.136535121033917,1.9868319627396962
1.6,8.136535121033917,1.9868319627396962
1.7000000000000002,8.136535121033917,1.9868319627396962
1.8,8.136535121033917,1.9868319627396962
1.9000000000000001,8.136535121033917,1.9868319627396962
2.0,8.136535121033917,1.9868319627396962
2.1,8.136535121033917,1.9868319627396962
2.2,8.136535121033917,1.9868319627396962
2.3000000000000003,8.136535121033917,1.9868319627396962
2.4000000000000004,8.136535121033917,1.9868319627396962
2.5,8.136535121033917,1.9868319627396962
2.6,8.136535121033917,1.9868319627396962
2.7,8.136535121033917,1.9868319627396962
2.8000000000000003,8.136535121033917,1.9868319627396962
2.9000000000000004,8.136535121033917,1.9868319627396962
3.0,8.136535121033917,1.9868319627396962
3.1,8.136535121033917,1.9868319627396962
3.2,8.136535121033917,1.9868319627396962
3.3000000000000003,8.136535121033917,1.9868319627396962
3.4000000000000004,8.136535121033917,1.9868319627396962
3.5,8.136535121033917,1.9868319627396962
3.6,8.136535121033917,1.9868319627396962
3.7,8.136535121033917,1.9868319627396962
3.8000000000000003,8.136535121033917,1.9868319627396962
3.9000000000000004,8.136535121033917,1.9868319627396962
4.0,8.136535121033917,1.9868319627396962
4.1000000000000005,8.136535121033917,1.9868319627396962
4.2,8.136535121033917,1.9868319627396962
4.3,8.136535121033917,1.9868319627396962
4.4,8.136535121033917,1.9868319627396962
4.5,8.136535121033917,1.9868319627396962
4.6000000000000005,8.136535121033917,1.9868319627396962
4.7,8.136535121033917,1.9868319627396962
4.800000000000001,8.136535121033917,1.9868319627396962
4.9,8.136535121033916,1.9868319627396962
5.0,8.136535121033916,1.9868319627396962
5.1000000000000005,8.136535121033916,1.9868319627396962
5.2,8.136535121033916,1.9868319627396962
5.300000000000001,8.136535121033916,1.9868319627396962
5.4,8.136535121033916,1.9868319627396962
5.5,8.136535121033916,1.9868319627396962
5.6000000000000005,8.136535121033916,1.9868319627396962
5.7,8.136535121033916,1.9868319627396962
5.800000000000001,8.136535121033916,1.9868319627396962
5.9,8.136535121033916,1.9868319627396962
6.0,8.136535121033916,1.9868319627396962
6.1000000000000005,8.136535121033916,1.9868319627396962
6.2,8.136535121033916,1.9868319627396962
6.300000000000001,8.136535121033916,1.9868319627396962
6.4,8.136535121033916,1.9868319627396962
6.5,8.136535121033916,1.9868319627396962
6.6000000000000005,8.136535121033916,1.9868319627396962
6.7,8.136535121033916,1.9868319627396962
6.800000000000001,8.136535121033916,1.9868319627396962
6.9,8.136535121033916,1.9868319627396962
7.0,8.136535121033916,1.9868319627396962
7.1000000000000005,8.136535121033916,1.9868319627396962
7.2,8.136535121033917,1.9868319627396962
7.300000000000001,8.136535121033917,1.9868319627396962
7.4,8.136535121033917,1.9868319627396962
7.5,8.136535121033917,1.9868319627396962
7.6000000000000005,8.136535121033917,1.9868319627396962
7.7,8.136535121033917,1.9868319627396962
7.800000000000001,8.136535121033917,1.9868319627396962
7.9,8.136535121033917,1.9868319627396962
8.0,8.136535121033917,1.9868319627396962
8.1,8.136535121033917,1.9868319627396962
8.200000000000001,8.136535121033917,1.9868319627396962
8.3,8.136535121033917,1.9868319627396962
8.4,8.136535121033917,1.9868319627396962
8.5,8.136535121033917,1.9868319627396962
8.6,8.136535121033917,1.9868319627396962
8.700000000000001,8.136535121033917,1.9868319627396962
8.8,8.136535121033917,1.9868319627396962
8.9,8.136535121033917,1.9868319627396962
9.0,8.136535121033917,1.9868319627396962
9.1,8.136535121033917,1.9868319627396962
9.200000000000001,8.136535121033917,1.9868319627396962
9.3,8.136535121033917,1.9868319627396962
9.4,8.136535121033917,1.9868319627396962
9.5,8.136535121033917,1.9868319627396962
9.600000000000001,8.136535121033917,1.9868319627396962
9.700000000000001,8.136535121033917,1.9868319627396962
9.8,8.136535121033917,1.9868319627396962
9.9,8.136535121033917,1.9868319627396962
