system      snr    iinit        TE      TEinf  expr_model                                                                                                                                                                                                                                                                                                                                                                method    data_version    exp_version    benchmark      duration
barmag      inf        0  0.113487   0.113487  [['-0.388 sin(x) + -0.298 sin(y) + -0.096 sin(x+y)', '-0.561 sin(x) + -0.689 sin(y)']]                                                                                                                                                                                                                                                                                    sindy     all             e1             strogatz      0.0428495
barmag       30        0  0.819706   0.325438  [['-0.438 sin(x) + -0.421 sin(y)', '-0.994 sin(x) + -0.994 sin(y) + 0.591 sin(x+y)']]                                                                                                                                                                                                                                                                                     sindy     all             e1             strogatz      0.059999
barmag       13        0  2.73549    6.20215   [['-1.083 1 + -0.915 sin(x) + 1.514 sin(y) + 0.343 cos(x) + 0.687 cos(y) + -0.755 sin(x+y) + -1.272 cos(x+y) + -0.393 sin(x-y) + 0.202 cos(x-y) + 0.393 sin(y-x) + 0.202 cos(y-x)', '-0.423 1 + -1.825 sin(x) + 0.486 sin(y) + -1.011 cos(x) + 1.854 cos(y) + 2.453 sin(x+y) + -1.391 cos(x+y) + 1.068 sin(x-y) + -0.936 cos(x-y) + -1.068 sin(y-x) + -0.936 cos(y-x)']]  sindy     all             e1             strogatz      0.0099647
barmag      inf        1  0.11589    0.11589   [['-0.988 sin(x) + 0.007 sin(x+y) + 0.247 sin(x-y) + -0.247 sin(y-x)', '-0.999 sin(x+y)']]                                                                                                                                                                                                                                                                                sindy     all             e1             strogatz      0.0200009
barmag       30        1  2.25415    2.70544   [['0.352 sin(x+y) + -0.071 cos(x-y) + -0.071 cos(y-x)', '0.278 sin(x) + -0.570 sin(x+y)']]                                                                                                                                                                                                                                                                                sindy     all             e1             strogatz      0.0300026
barmag       13        1  3.60504   12.9918    [['-0.380 1 + 3.401 sin(x) + 1.739 sin(y) + -7.684 cos(x) + 2.402 sin(x+y) + 1.637 cos(x+y) + -3.210 sin(x-y) + 1.528 cos(x-y) + 3.210 sin(y-x) + 1.528 cos(y-x)', '-0.758 1 + -0.212 cos(x) + 1.128 cos(y) + -0.432 cos(x+y)']]                                                                                                                                          sindy     all             e1             strogatz      0.0499969
barmag      inf        2  1.79169    1.79169   [['-0.827 sin(x+y)', '0.392 sin(x+y)']]                                                                                                                                                                                                                                                                                                                                   sindy     all             e1             strogatz      0.0290234
barmag       30        2  1.71781    1.65166   [['0.774 sin(y) + -0.198 cos(x-y) + -0.198 cos(y-x)', '-0.213 sin(y)']]                                                                                                                                                                                                                                                                                                   sindy     all             e1             strogatz      0.134167
barmag       13        2  3.8503     8.68686   [['47.104 1 + 63.981 sin(x) + -5.641 sin(y) + 114.499 cos(x) + -50.610 cos(y) + -56.482 sin(x+y) + -36.113 cos(x+y) + -31.351 cos(x-y) + -31.351 cos(y-x)', '-0.251 sin(y)']]                                                                                                                                                                                             sindy     all             e1             strogatz      1.22195
barmag      inf        3  3.67935    3.67935   [['-0.590 sin(x+y)', '0.000']]                                                                                                                                                                                                                                                                                                                                            sindy     all             e1             strogatz      0.0599604
barmag       30        3  5.71848    5.80063   [['0.000', '0.000']]                                                                                                                                                                                                                                                                                                                                                      sindy     all             e1             strogatz      0.466073
barmag       13        3  2.94647    5.04559   [['-23.262 sin(y) + 10.734 cos(y) + 20.726 sin(x+y) + 6.006 cos(x+y) + -4.588 sin(x-y) + -9.393 cos(x-y) + 4.588 sin(y-x) + -9.393 cos(y-x)', '0.000']]                                                                                                                                                                                                                   sindy     all             e1             strogatz      0.789372
