	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
16	278	92	433	0.001153863006067095	0.001153863006067095	(-0.99*x1 + 0.99*(-x1**2 + 2*x1 - x2 + 1.999)/(260.715 + (1.06*x1 - 0.53*x2 - 260.215)/x1))*(x1 + 2.016*x2 - 3.022)	x1 - (x1*((x1 + (x2 - 0.e-3/(1.002 - x1))/x2)*(3.449*x2 - 2.931) + 1.358/(x1 + x2)) + 2.636*x2**2 - 7.281*x2 + 4.017)/x2	278	dso	allonger	lv	inf	0
18	298	91	451	0.001174155336104132	0.001174155336104132	(-2.985*x1 + 2.985*(-x1*(x1**2 + 0.004) + 1)/(110.773 + (1568.69*x1 - 784.345*x2 + 673.463)/x1))*(0.332*x1 + 0.668*x2 - 1.001)	x1 - (x1*((x1 + (x2 - 0.e-3/(1.002 - x1))/x2)*(3.449*x2 - 2.931) + 1.358/(x1 + x2)) + 2.636*x2**2 - 7.281*x2 + 4.017)/x2	298	dso	allonger	lv	inf	0
15	276	83	400	0.0011805718333016723	0.0011805718333016723	(-0.99*x1 + 0.99*(-x1**2 + 2*x1 - x2 + 1.999)/(260.715 + (1.06*x1 - 0.53*x2 - 260.215)/x1))*(x1 + 2.016*x2 - 3.022)	x1 - (x1*(x1 + 1)*(3.226*x2 - 2.07) + 2.69*x2**2 - 7.635*x2 + 4.508)/x2	276	dso	allonger	lv	inf	0
17	296	82	418	0.001191197862333306	0.001191197862333306	(-2.985*x1 + 2.985*(-x1*(x1**2 + 0.004) + 1)/(110.773 + (1568.69*x1 - 784.345*x2 + 673.463)/x1))*(0.332*x1 + 0.668*x2 - 1.001)	x1 - (x1*(x1 + 1)*(3.226*x2 - 2.07) + 2.69*x2**2 - 7.635*x2 + 4.508)/x2	296	dso	allonger	lv	inf	0
20	396	80	417	0.0012156485261979484	0.0012156485261979484	x1 - 1.234*x1*(-0.005*x1*(x2 - 1.686)*(-2*x1 + x2 - 1.001)/(x1 - 1.0) + 0.811*x2)*(x1 + 2*x2 - 2.0)/x2	x1 - (x1*(x1 + 1)*(3.226*x2 - 2.07) + 2.69*x2**2 - 7.635*x2 + 4.508)/x2	396	dso	allonger	lv	inf	0
19	376	76	393	0.0012162289618132805	0.0012162289618132805	-0.999*x1*x2 + x1 - 0.982*x1*(-0.008*x1*x2*(-2*x1 + x2 - 1.001)/(x1 - 1.0) + 1.018*x2)*(x1 + x2 - 1.999)/x2	x1 - (x1*(x1 + 1)*(3.226*x2 - 2.07) + 2.69*x2**2 - 7.635*x2 + 4.508)/x2	376	dso	allonger	lv	inf	0
9	112	47	283	0.002807776620539458	0.002807776620539458	-2.133*x1*(x1*(-0.581*x1 + 0.581*x2)/x2 + x2 - 1.531)	-3.031*x2/(1.319*x1*(x1 + x2/(x2*(x1 - 0.543) + x2) - 3.644) + 1.319*x1 + 2.337) + 2.594	112	dso	allonger	lv	inf	0
12	132	45	255	0.0033106349271033223	0.0033106349271033223	-2.171*x1*x2 + x1 - 4.736*x1/(-x1 - 2.035)	-3.031*x2/(1.319*x1*(x1 + x2/(x2*(x1 - 0.543) + x2) - 3.644) + 1.319*x1 + 2.337) + 2.594	132	dso	allonger	lv	inf	0
8	111	37	240	0.004338532028672211	0.004338532028672211	-2.133*x1*(x1*(-0.581*x1 + 0.581*x2)/x2 + x2 - 1.531)	-4.294*x1*x2*(-0.212*x1*x2 + x1 - 0.004*x2 + 0.028) - x2 + 2.0	111	dso	allonger	lv	inf	0
11	131	35	212	0.004572841278276722	0.004572841278276722	-2.171*x1*x2 + x1 - 4.736*x1/(-x1 - 2.035)	-4.294*x1*x2*(-0.212*x1*x2 + x1 - 0.004*x2 + 0.028) - x2 + 2.0	131	dso	allonger	lv	inf	0
10	129	34	185	0.005108365091800842	0.005108365091800842	-2.171*x1*x2 + x1 - 4.736*x1/(-x1 - 2.035)	-2.144*x1*x2*(-0.427*x1*x2 + 2*x1 + 0.043) - x2 + 2.0	129	dso	allonger	lv	inf	0
7	89	33	226	0.010120542902320518	0.010120542902320518	-2.441*x1 - (2.441*x1 + 0.133)*(x2 - 2.438) - 0.058	-2.144*x1*x2*(-0.427*x1*x2 + 2*x1 + 0.043) - x2 + 2.0	89	dso	allonger	lv	inf	0
14	187	29	206	0.013369566841907335	0.013369566841907335	-0.702*x1*x2*(x2 + (x1 + 1.64)*(-0.313*x1*x2 + x1) - 1.31)	x1*(x1 - 0.173)*(3.002*x2 - 16.122)	187	dso	allonger	lv	inf	0
13	147	26	181	0.027869907782125666	0.027869907782125666	-0.705*x1*(-0.914*x1**2 + x2)*(x1 + x2 - 1.34)	x1*(x1 - 0.173)*(3.002*x2 - 16.122)	147	dso	allonger	lv	inf	0
6	69	25	159	0.03140991753723216	0.03140991753723216	-1.576*x1*(x1 + x2 - 1.484)	-2.144*x1*x2*(-0.427*x1*x2 + 2*x1 + 0.043) - x2 + 2.0	69	dso	allonger	lv	inf	0
5	66	17	123	0.09019788101159702	0.09019788101159702	-1.576*x1*(x1 + x2 - 1.484)	-0.469*x2**2*(x1 + 0.851) + 1.597	66	dso	allonger	lv	inf	0
4	5	13	91	0.5757638163570942	0.5757638163570942	-2.211*x1	-0.469*x2**2*(x1 + 0.851) + 1.597	5	dso	allonger	lv	inf	0
2	2	10	49	1.0771006999606856	1.0771006999606856	-2.211*x1	x1/(x1 - 1.125)	2	dso	allonger	lv	inf	0
3	3	9	70	3.259391093852348	3.259391093852348	-2.211*x1	-7.374*x1*(x1 - 0.123)	3	dso	allonger	lv	inf	0
1	1	8	62	4.109024386725045	4.109024386725045	-2.211*x1	0.059 - 3.369*x1	1	dso	allonger	lv	inf	0
0	0	6	43	5.4839055680950715	5.4839055680950715	-2.211*x1	-3.204*x1	0	dso	allonger	lv	inf	0
