	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
11	222	43	252	0.32831290067809027	0.10239502152285923	-7.813*x1 + 86.396*x1/(4.224*x1**2 - 4.224*x1 + 12.624)	-x2 + 2.01 + 2.494/(0.925 - (3.002 + 0.013*x2/x1)/x1)	222	dso	allonger	lv	30	3
10	215	33	186	0.33587412101426906	0.13124691604978986	-7.813*x1 + 86.396*x1/(4.224*x1**2 - 4.224*x1 + 12.624)	x1/(0.386*x1 - 1.253) - x2 + 1.995	215	dso	allonger	lv	30	3
9	212	27	144	0.38381128383407825	0.2276348956126093	-7.813*x1 + 86.396*x1/(4.224*x1**2 - 4.224*x1 + 12.624)	x1*x2*(0.656 - x1)	212	dso	allonger	lv	30	3
7	89	24	144	0.46796911592004126	0.33640891760415337	x1*(-1.341*x1 - 1.341*x2 + 2.25)	x1/(0.386*x1 - 1.253) - x2 + 1.995	89	dso	allonger	lv	30	3
8	107	21	124	0.6135675071527609	0.5363776810375342	-x1*(1.344*x1 + 1.344*x2 - 2.27) - 0.007	x1*x2*(0.656 - x1)	107	dso	allonger	lv	30	3
5	26	19	98	0.7718063964952582	0.7013273005471972	-1.715*x1**2	x1/(0.386*x1 - 1.253) - x2 + 1.995	26	dso	allonger	lv	30	3
6	86	18	102	0.903908970923777	0.8673555736011258	x1*(-1.341*x1 - 1.341*x2 + 2.25)	x1*x2*(0.656 - x1)	86	dso	allonger	lv	30	3
2	5	17	95	1.3462991399468143	1.3256979819839865	-2.083*x1	x1/(0.386*x1 - 1.253) - x2 + 1.995	5	dso	allonger	lv	30	3
4	25	16	71	2.3184297473102062	2.372109534261275	-1.715*x1**2	x1/(0.766 - 2.578/x1)	25	dso	allonger	lv	30	3
3	23	13	56	3.68841614289687	3.7834847654156336	-1.715*x1**2	x1*x2*(0.656 - x1)	23	dso	allonger	lv	30	3
1	3	11	52	4.729429210555846	4.867021354680529	-2.083*x1	x1*x2/(x1 - 3.285)	3	dso	allonger	lv	30	3
0	0	6	44	5.979005349622433	6.160914727147215	-2.083*x1	-1.72*x1	0	dso	allonger	lv	30	3
