system      snr    iinit           TE         TEinf  expr_model                                                                                                                                                               method    data_version    exp_version    benchmark      duration
lv          inf        0  2.86771       2.86771      [['-4.542 1 + 4.643 x + 6.661 y + -16.449 x^2 + -4.804 y^2 + 0.451 x^3 + 1.305 y^3', '3.426 1 + 3.774 x + -4.232 y + -17.482 x^2 + 1.088 y^2 + 4.976 x^3 + 0.086 y^3']]  sindy     allonger        e2             strogatz       6.57249
lv           30        0  3.01075       3.76405      [['-1.266 x^2 + -0.529 x^2*y + -0.139 y^2*x', '-5.796 x^2']]                                                                                                             sindy     allonger        e2             strogatz       1.12261
lv           13        0  2.86761      12.1939       [['0.080 1 + -0.280 x + -3.155 x^2 + -0.009 y^3', '-1.953 1 + 43.140 x + -182.238 x^2 + 1.274 y^2 + 179.070 x^3 + -0.388 y^3 + -1.298 y^2*x']]                           sindy     allonger        e2             strogatz       0.769287
lv          inf        1  0.0630468     0.0630468    [['2.066 y + -14.474 y^3', '-1.593 y^3 + -0.091 x^2*y']]                                                                                                                 sindy     allonger        e2             strogatz       1.77344
lv           30        1  0.579791      0.389148     [['1.538 y + -12.536 y^3', '-1.787 y^3 + -0.082 x^2*y']]                                                                                                                 sindy     allonger        e2             strogatz       0.448875
lv           13        1  1.52088       2.70811      [['-6.783 1 + -7.129 y + 2.277 x^2 + -55.410 y^2 + 29.972 x*y + -0.474 x^3 + -105.372 y^3 + -11.339 x^2*y + 51.101 y^2*x', '-0.131 y + -1.762 y^2']]                     sindy     allonger        e2             strogatz       0.970764
lv          inf        2  0.701888      0.701888     [['11.710 y + -10.570 y^2 + -3.306 x*y + 0.416 y^3', '-1.147 y^2 + -0.067 x*y + -1.300 y^3']]                                                                            sindy     allonger        e2             strogatz       5.16799
lv           30        2  0.526712      0.386629     [['0.452 1 + 6.297 y + -12.287 y^2 + -0.015 x^3 + -0.814 x^2*y + 2.096 y^2*x', '-1.322 y^2 + -0.051 x*y + -1.209 y^3']]                                                  sindy     allonger        e2             strogatz       2.80676
lv           13        2  1.4959        2.00548      [['19.366 1 + -10.337 x + -31.186 y + 18.756 y^2 + 14.649 x*y + 0.384 x^3 + 49.802 y^3 + -27.272 y^2*x', '-0.846 y^2 + -0.041 x^2*y + -0.244 y^2*x']]                    sindy     allonger        e2             strogatz       1.29383
lv          inf        3  5.42302       5.42302      [['0.443 x + -1.046 x^2 + -0.382 x^2*y', '0.009 1 + 1.004 x + -1.752 x^2']]                                                                                              sindy     allonger        e2             strogatz       1.37968
lv           30        3  3.96685       4.06483      [['0.501 x + -1.526 x^2 + -0.210 x^3', '-0.176 x + 2.482 x^2 + -1.653 x^2*y']]                                                                                           sindy     allonger        e2             strogatz       1.7792
lv           13        3  1.67767e+07   1.90334e+07  [['0.303 1 + 1.863 x + -0.158 y + -2.883 x^2 + 0.812 x^3 + -0.449 y^2*x', '-5.921 1 + 4.705 y + -3.666 x^2 + 4.876 x*y + -0.393 y^3 + 1.050 x^2*y + -1.889 y^2*x']]      sindy     allonger        e2             strogatz       0.828587
