	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
8	164	70	311	1.1717040738658147	0.9889232416686811	x1*(5.049 - x2)/(4.047 - 0.246*x1)	x1*(x1*(x1*x2 + x2) + 1.335)/(x2*(x1 + 0.146)) - x2*(0.609*x1 + 0.108)*(x2 - 2.503)/(x1*(x1*(0.602*x2/(0.565*x2**2 - x2) - 1.73) + x2))	164	dso	all	predprey	13	1
7	136	65	313	1.172015391773952	0.9878001169492329	-0.026*x1*(x1 + 8.641)*(x2 - 5.062)	x1*(x1*(x1*x2 + x2) + 1.335)/(x2*(x1 + 0.146)) - x2*(0.609*x1 + 0.108)*(x2 - 2.503)/(x1*(x1*(0.602*x2/(0.565*x2**2 - x2) - 1.73) + x2))	136	dso	all	predprey	13	1
5	80	63	286	1.1893638899240542	1.0277621244160684	x1*(1.616 - 0.325*x2)	x1*(x1*(x1*x2 + x2) + 1.335)/(x2*(x1 + 0.146)) - x2*(0.609*x1 + 0.108)*(x2 - 2.503)/(x1*(x1*(0.602*x2/(0.565*x2**2 - x2) - 1.73) + x2))	80	dso	all	predprey	13	1
9	173	26	149	1.3781057272565467	1.1400700286357761	x1*x2*(0.005*x2 - 0.088)*(x2 - 5.444)	(-0.523 - 1.041/(0.854 - x2))/x1	173	dso	all	predprey	13	1
4	62	22	134	1.5056460487488277	1.2555008361127178	x1*(1.616 - 0.325*x2)	(-0.523 + 9.881/(9.495*x2 - 8.106))/x1	62	dso	all	predprey	13	1
2	35	21	126	1.9112994856022736	1.76175423702552	-0.136*x1*x2	(-0.118*x2*(x1 - 10.248)/(x2 - 0.853) - 1.734)/x1	35	dso	all	predprey	13	1
6	84	11	92	1.9331242983778865	1.8598312342189225	-0.324*x1*(x2 - 4.88) + 0.065	-0.1*x2	84	dso	all	predprey	13	1
3	56	10	70	2.0370736110550647	1.9748457311804524	x1*(1.616 - 0.325*x2)	-0.1*x2	56	dso	all	predprey	13	1
0	0	8	47	2.0440279618586175	1.9700348743435696	0.455 - x1	-0.1*x2	0	dso	all	predprey	13	1
1	28	7	48	2.062780856736845	2.000763719404868	-0.136*x1*x2	-0.1*x2	28	dso	all	predprey	13	1
