  index    complexity    length        TE    TE_inf  expr_x                                                       expr_y                                                                                                    index_column  method    data_version    system      snr    init
    266            47       284  0.977288  0.922939  x2*(x1**4*x2*(-0.564 - 2.379/x1) - 2.773)                    x1*(x2*(0.959 - 1.305*x2) + (x1**2 + x2 - 1.112)*(-0.515*x1*(-x2 - 1.326) + 0.003*x2 - 1.626) + 2.868)             266  dso       all             stl          13       3
    309            37       219  1.19464   1.14743   x2*(x1**3*x2*(-0.493*x1 - 1.87 + 0.895/x1) - 2.741)          x1*(0.169 + 7.961/(x1 + 1.523 + 1.235/(x1 + 1.451)))                                                               309  dso       all             stl          13       3
    286            36       236  1.19464   1.14743   x2*(-0.367*x1**2*x2*(x1 - 0.43)*(1.346*x1 + 5.681) - 2.741)  x1*(0.169 + 7.961/(x1 + 1.523 + 1.235/(x1 + 1.451)))                                                               286  dso       all             stl          13       3
    263            34       195  1.2152    1.17168   x2*(x1**4*x2*(-0.564 - 2.379/x1) - 2.773)                    x1*(0.169 + 7.961/(x1 + 1.523 + 1.235/(x1 + 1.451)))                                                               263  dso       all             stl          13       3
    260            33       156  1.37405   1.34333   x2*(x1**4*x2*(-0.564 - 2.379/x1) - 2.773)                    8.302*x1*(-x1/(x1 + 3.408/x1) + 0.525)                                                                             260  dso       all             stl          13       3
     74            20       129  1.58848   1.58287   (0.243*x1 + x2)*(x1 - 2.988)                                 x1*(x1*(0.425 - 0.37*x2) + 2.554)                                                                                   74  dso       all             stl          13       3
     69            14        62  1.93071   1.93264   (0.243*x1 + x2)*(x1 - 2.988)                                 x1 - x2                                                                                                             69  dso       all             stl          13       3
     46            11        54  2.07228   2.08204   1.719*x2*(x1 - 1.788)                                        x1 - x2                                                                                                             46  dso       all             stl          13       3
     23            10        35  2.21137   2.22859   x2*(x1 - 3.29)                                               x1 - x2                                                                                                             23  dso       all             stl          13       3
      0             8        29  2.39717   2.4282    -3.591*x2                                                    x1 - x2                                                                                                              0  dso       all             stl          13       3
