	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	11	17	2.041313204350899	2.041313204350899	-0.147*x*y	1.268*x - 0.377*y	0	proged	numdif	all	predprey	inf	3
1	12	22	1.76616637526546	1.76616637526546	-0.147*x*y	1.276*x - 0.529*y + 0.989	1	proged	numdif	all	predprey	inf	3
2	7	10	2.074826718956577	2.074826718956577	-0.147*x*y	-0.122*y	2	proged	numdif	all	predprey	inf	3
3	6	8	2.2582147712796665	2.2582147712796665	-0.765*x	-0.122*y	3	proged	numdif	all	predprey	inf	3
4	15	24	0.8342761601042266	0.8342761601042266	-0.382*x*y + 2.062*x	1.268*x - 0.377*y	4	proged	numdif	all	predprey	inf	3
5	16	29	0.7211842828425543	0.7211842828425543	-0.382*x*y + 2.062*x	1.276*x - 0.529*y + 0.989	5	proged	numdif	all	predprey	inf	3
6	14	25	1.5326729401973482	1.5326729401973482	0	1.276*x - 0.529*y + 0.989	6	proged	numdif	all	predprey	inf	3
7	9	13	2.0455816173238253	2.0455816173238253	0	-0.122*y	7	proged	numdif	all	predprey	inf	3
8	30	53	0.4147988547656738	0.4147988547656738	0.113*x**3 - 1.667*x**2 - 1.004*x*y/(x + 0.852) + 4.987*x	1.268*x - 0.377*y	8	proged	numdif	all	predprey	inf	3
9	31	58	0.20240973127517947	0.20240973127517947	0.113*x**3 - 1.667*x**2 - 1.004*x*y/(x + 0.852) + 4.987*x	1.276*x - 0.529*y + 0.989	9	proged	numdif	all	predprey	inf	3
