  complexity    length        TE    TE_inf  expr_x                                                                     expr_y                                                                     index_column  method    exp_type    data_version    system      snr    init
           7        10  3.69766   3.69241   -0.132*x*y                                                                 0.495*x                                                                               0  proged    numdif      all             predprey     30       2
          11        17  2.27356   2.26798   -0.132*x*y                                                                 1.471*x - 0.341*y                                                                     1  proged    numdif      all             predprey     30       2
          12        22  2.04555   2.03958   -0.132*x*y                                                                 1.502*x - 0.454*y + 0.666                                                             2  proged    numdif      all             predprey     30       2
           9        15  2.6378    2.63167   -0.132*x*y                                                                 1.076*x - 1.325                                                                       3  proged    numdif      all             predprey     30       2
           6         8  4.42153   4.41706   -0.738*x                                                                   0.495*x                                                                               4  proged    numdif      all             predprey     30       2
          10        15  2.53717   2.52848   -0.738*x                                                                   1.471*x - 0.341*y                                                                     5  proged    numdif      all             predprey     30       2
           8        13  3.43737   3.43049   -0.738*x                                                                   1.076*x - 1.325                                                                       6  proged    numdif      all             predprey     30       2
          14        25  1.98487   1.97973   -0.01*x**3*y                                                               1.502*x - 0.454*y + 0.666                                                             7  proged    numdif      all             predprey     30       2
          15        23  1.67052   1.66576   -0.e-3*x**2*y**3                                                           1.471*x - 0.341*y                                                                     8  proged    numdif      all             predprey     30       2
          18        32  0.860182  0.851125  -0.008*x**3*y - 0.352*y + 1.885                                            1.471*x - 0.341*y                                                                     9  proged    numdif      all             predprey     30       2
          16        30  1.51207   1.49135   -0.008*x**3*y - 0.352*y + 1.885                                            1.076*x - 1.325                                                                      10  proged    numdif      all             predprey     30       2
          38        78  0.178585  0.140957  -0.544*x**2 - 0.24*x*y - 0.246*x*y/(x + 0.137) + 3.08*x + 0.002*y + 0.197  0.067*x*y + 1.072*x - 0.528*y + 1.062                                                11  proged    numdif      all             predprey     30       2
          34        69  0.272525  0.241723  -0.544*x**2 - 0.24*x*y - 0.246*x*y/(x + 0.137) + 3.08*x + 0.002*y + 0.197  1.502*x - 0.454*y + 0.666                                                            12  proged    numdif      all             predprey     30       2
          53       106  0.168097  0.129217  -0.544*x**2 - 0.24*x*y - 0.246*x*y/(x + 0.137) + 3.08*x + 0.002*y + 0.197  0.281*x**2 - 0.17*x*y/(y - 2.673) + 3.88*x/(x + 0.812) - 0.563*y + 1.03              13  proged    numdif      all             predprey     30       2
          30        53  0.641024  0.634873  0.086*x**3 - 1.522*x**2 - 0.953*x*y/(x + 0.743) + 4.774*x                  1.471*x - 0.341*y                                                                    14  proged    numdif      all             predprey     30       2
          31        58  0.518279  0.506312  0.086*x**3 - 1.522*x**2 - 0.953*x*y/(x + 0.743) + 4.774*x                  1.502*x - 0.454*y + 0.666                                                            15  proged    numdif      all             predprey     30       2
          20        35  0.677281  0.665442  1.592 - 0.308*y                                                            1.471*x - 0.341*y                                                                    16  proged    numdif      all             predprey     30       2
