	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
11	158	50	146	0.5905455069868624	0.5905455069868624	x2*(x1 - x2*(1.302*x1 + 0.809) + x2 - 3.112)	3*x1 + x2**2*(2*x1 + x2)/(x2 + (x2 + 1/x2)/(x1**2*x2*(2*x1 + x2)))	158	dso	all	stl	inf	2
4	86	46	120	0.5918991277213859	0.5918991277213859	x2*(-x1*(x2 - 1.44) - 3.186)	3*x1 + x2**2*(2*x1 + x2)/(x2 + (x2 + 1/x2)/(x1**2*x2*(2*x1 + x2)))	86	dso	all	stl	inf	2
10	156	43	133	0.5922513647608099	0.5922513647608099	x2*(x1 - x2*(1.302*x1 + 0.809) + x2 - 3.112)	3*x1 + x2**2*(2*x1 + x2)/(x2 + 2/(x1**2*(2*x1 + x2)))	156	dso	all	stl	inf	2
3	83	41	109	0.6109439215414949	0.6109439215414949	x2*(-x1*(x2 - 1.44) - 3.186)	3*x1 + x2**2*(2*x1 + x2)/(x2 + 2/(x1**2*(2*x1 + 2*x2)))	83	dso	all	stl	inf	2
9	120	39	126	0.6451787062555299	0.6451787062555299	x2*(-1.454*x1*(x2 - 0.555) - 3.134)	3*x1 + x2**2*(2*x1 + x2)/(x2 + 2/(x1**2*(2*x1 + x2)))	120	dso	all	stl	inf	2
6	93	18	86	0.8665341254514928	0.8665341254514928	x2*(x2*(0.243 - 1.879*x1) - 3.09)	x1**2 + 3*x1	93	dso	all	stl	inf	2
8	111	17	85	0.9052767801029413	0.9052767801029413	x2*(-1.454*x1*(x2 - 0.555) - 3.134)	x1**2 + 3*x1	111	dso	all	stl	inf	2
1	7	16	48	1.6713742806004888	1.6713742806004888	-4.098*x2	3*x1 - x2**2*(x1 + x2) + x2	7	dso	all	stl	inf	2
5	90	14	78	2.481139954453254	2.481139954453254	x2*(x2*(0.243 - 1.879*x1) - 3.09)	2*x1	90	dso	all	stl	inf	2
7	108	13	77	2.5972430265057014	2.5972430265057014	x2*(-1.454*x1*(x2 - 0.555) - 3.134)	2*x1	108	dso	all	stl	inf	2
2	36	11	51	5.1372934348463115	5.1372934348463115	-2.835*x2*(1.164 - x1)	2*x1	36	dso	all	stl	inf	2
0	0	6	25	6.525468451156712	6.525468451156712	-4.098*x2	2*x1	0	dso	all	stl	inf	2
