	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
7	266	47	284	0.9772878901675778	0.9229385284645262	x2*(x1**4*x2*(-0.564 - 2.379/x1) - 2.773)	x1*(x2*(0.959 - 1.305*x2) + (x1**2 + x2 - 1.112)*(-0.515*x1*(-x2 - 1.326) + 0.003*x2 - 1.626) + 2.868)	266	dso	all	stl	13	3
9	309	37	219	1.1946356257231792	1.1474272637925038	x2*(x1**3*x2*(-0.493*x1 - 1.87 + 0.895/x1) - 2.741)	x1*(0.169 + 7.961/(x1 + 1.523 + 1.235/(x1 + 1.451)))	309	dso	all	stl	13	3
8	286	36	236	1.1946379451541993	1.147429807614457	x2*(-0.367*x1**2*x2*(x1 - 0.43)*(1.346*x1 + 5.681) - 2.741)	x1*(0.169 + 7.961/(x1 + 1.523 + 1.235/(x1 + 1.451)))	286	dso	all	stl	13	3
6	263	34	195	1.2152023018618938	1.1716768556964818	x2*(x1**4*x2*(-0.564 - 2.379/x1) - 2.773)	x1*(0.169 + 7.961/(x1 + 1.523 + 1.235/(x1 + 1.451)))	263	dso	all	stl	13	3
5	260	33	156	1.3740487218600594	1.343329310619814	x2*(x1**4*x2*(-0.564 - 2.379/x1) - 2.773)	8.302*x1*(-x1/(x1 + 3.408/x1) + 0.525)	260	dso	all	stl	13	3
4	74	20	129	1.5884803913342345	1.582867305390526	(0.243*x1 + x2)*(x1 - 2.988)	x1*(x1*(0.425 - 0.37*x2) + 2.554)	74	dso	all	stl	13	3
3	69	14	62	1.9307116276097034	1.932637893244049	(0.243*x1 + x2)*(x1 - 2.988)	x1 - x2	69	dso	all	stl	13	3
2	46	11	54	2.0722842964048986	2.0820439973110476	1.719*x2*(x1 - 1.788)	x1 - x2	46	dso	all	stl	13	3
1	23	10	35	2.2113728217541864	2.2285851316647416	x2*(x1 - 3.29)	x1 - x2	23	dso	all	stl	13	3
0	0	8	29	2.3971732163642425	2.4281982053365017	-3.591*x2	x1 - x2	0	dso	all	stl	13	3
