  index    complexity    length          TE      TE_inf  expr_x                                                                                                              expr_y                                           index_column  method    data_version    system      snr    init
    437            47       259  0.00350266  0.00350266  -0.e-3*x1 + 0.e-3*x1*(-59.038*x1*(-x1/(-x1 + sin(x2 + 3.694) - 0.075) + x2 - 0.47) + 229.292)/x2 + sin(x2 + 3.142)  x1 - cos(x2 - 0.002)/x1                                   437  dso       all             glider      inf       0
    436            45       237  0.00382953  0.00382953  -0.e-3*x1 + 0.e-3*x1*(-59.038*x1*(-x1/(-x1 + sin(x2 + 3.694) - 0.075) + x2 - 0.47) + 229.292)/x2 + sin(x2 + 3.142)  x1 - cos(x2)/x1                                           436  dso       all             glider      inf       0
    364            38       185  0.00585476  0.00585476  -0.002*x1*(cos(x2 + 5.342) - 23.465)*(-x1*x2 - x1 + 7.216)/x2 + sin(x2 + 3.138)                                     x1 - cos(x2)/x1                                           364  dso       all             glider      inf       0
    297            33       206  0.00633496  0.00633496  (-sin(x2) + 25.323 + 0.169/x2)*cos(0.064*x1) - 25.327                                                               0.992*x1 - 0.e-3*x2 + 0.04 - 0.994*cos(x2)/x1             297  dso       all             glider      inf       0
    295            30       179  0.00640879  0.00640879  (-sin(x2) + 25.323 + 0.169/x2)*cos(0.064*x1) - 25.327                                                               0.998*x1 + 0.006 - 0.998*cos(x2)/x1                       295  dso       all             glider      inf       0
    316            29       141  0.00734397  0.00734397  (-sin(x2 - 0.009) + 27.732 + 0.264/x2)*cos(0.061*x1) - 27.735                                                       x1 - cos(x2)/x1                                           316  dso       all             glider      inf       0
    292            27       118  0.0074846   0.0074846   (-sin(x2) + 25.323 + 0.169/x2)*cos(0.064*x1) - 25.327                                                               x1 - cos(x2)/x1                                           292  dso       all             glider      inf       0
    198            26       131  0.00960821  0.00960821  (21.344 - sin(x2))*cos(0.068*x1) - 21.347                                                                           1.0*x1 - cos(1.0*x2)/x1                                   198  dso       all             glider      inf       0
    200            25       155  0.00961307  0.00961307  (21.344 - sin(x2))*cos(0.068*x1) - 21.347                                                                           0.998*x1 + 0.006 - 0.998*cos(x2)/x1                       200  dso       all             glider      inf       0
    176            24       182  0.00974541  0.00974541  -0.047*x1*(x1 + 0.316) + sin(x2 + 3.138) + 0.015                                                                    0.998*x1 + 0.006 - 0.998*cos(x2)/x1                       176  dso       all             glider      inf       0
    173            23       141  0.0114126   0.0114126   -0.047*x1*(x1 + 0.316) + sin(x2 + 3.138) + 0.015                                                                    x1 - cos(x2 - 0.002)/x1                                   173  dso       all             glider      inf       0
    196            22        92  0.0114821   0.0114821   (21.344 - sin(x2))*cos(0.068*x1) - 21.347                                                                           x1 - cos(x2)/x1                                           196  dso       all             glider      inf       0
    172            21       119  0.0117129   0.0117129   -0.047*x1*(x1 + 0.316) + sin(x2 + 3.138) + 0.015                                                                    x1 - cos(x2)/x1                                           172  dso       all             glider      inf       0
    148            20        96  0.0153495   0.0153495   -0.049*x1*(x1 + 0.091) + sin(x2 + 3.14)                                                                             x1 - cos(x2)/x1                                           148  dso       all             glider      inf       0
    124            18        90  0.0970311   0.0970311   -0.302*x1 + cos(x2 + 1.52) + 0.382                                                                                  x1 - cos(x2)/x1                                           124  dso       all             glider      inf       0
    169            17       146  0.12942     0.12942     -0.047*x1*(x1 + 0.316) + sin(x2 + 3.138) + 0.015                                                                    5.256 - 0.139*x2                                          169  dso       all             glider      inf       0
    145            16       123  0.130011    0.130011    -0.049*x1*(x1 + 0.091) + sin(x2 + 3.14)                                                                             5.256 - 0.139*x2                                          145  dso       all             glider      inf       0
    120            12        99  0.132863    0.132863    -0.302*x1 + cos(x2 + 1.52) + 0.382                                                                                  x1 + 0.098                                                120  dso       all             glider      inf       0
      2            10        63  0.373671    0.373671    -0.19*x1                                                                                                            68.092/(x2 + 9.185)                                         2  dso       all             glider      inf       0
      1             8        64  0.377993    0.377993    -0.19*x1                                                                                                            5.256 - 0.139*x2                                            1  dso       all             glider      inf       0
      0             6        46  0.418244    0.418244    -0.19*x1                                                                                                            x1 + 0.098                                                  0  dso       all             glider      inf       0
