	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
20	437	47	259	0.003502656745378193	0.003502656745378193	-0.e-3*x1 + 0.e-3*x1*(-59.038*x1*(-x1/(-x1 + sin(x2 + 3.694) - 0.075) + x2 - 0.47) + 229.292)/x2 + sin(x2 + 3.142)	x1 - cos(x2 - 0.002)/x1	437	dso	all	glider	inf	0
19	436	45	237	0.0038295324554730014	0.0038295324554730014	-0.e-3*x1 + 0.e-3*x1*(-59.038*x1*(-x1/(-x1 + sin(x2 + 3.694) - 0.075) + x2 - 0.47) + 229.292)/x2 + sin(x2 + 3.142)	x1 - cos(x2)/x1	436	dso	all	glider	inf	0
18	364	38	185	0.005854757913660798	0.005854757913660798	-0.002*x1*(cos(x2 + 5.342) - 23.465)*(-x1*x2 - x1 + 7.216)/x2 + sin(x2 + 3.138)	x1 - cos(x2)/x1	364	dso	all	glider	inf	0
16	297	33	206	0.006334963500179239	0.006334963500179239	(-sin(x2) + 25.323 + 0.169/x2)*cos(0.064*x1) - 25.327	0.992*x1 - 0.e-3*x2 + 0.04 - 0.994*cos(x2)/x1	297	dso	all	glider	inf	0
15	295	30	179	0.0064087857068891385	0.0064087857068891385	(-sin(x2) + 25.323 + 0.169/x2)*cos(0.064*x1) - 25.327	0.998*x1 + 0.006 - 0.998*cos(x2)/x1	295	dso	all	glider	inf	0
17	316	29	141	0.00734397201523862	0.00734397201523862	(-sin(x2 - 0.009) + 27.732 + 0.264/x2)*cos(0.061*x1) - 27.735	x1 - cos(x2)/x1	316	dso	all	glider	inf	0
14	292	27	118	0.007484604234568422	0.007484604234568422	(-sin(x2) + 25.323 + 0.169/x2)*cos(0.064*x1) - 25.327	x1 - cos(x2)/x1	292	dso	all	glider	inf	0
12	198	26	131	0.009608214307895113	0.009608214307895113	(21.344 - sin(x2))*cos(0.068*x1) - 21.347	1.0*x1 - cos(1.0*x2)/x1	198	dso	all	glider	inf	0
13	200	25	155	0.009613071592358982	0.009613071592358982	(21.344 - sin(x2))*cos(0.068*x1) - 21.347	0.998*x1 + 0.006 - 0.998*cos(x2)/x1	200	dso	all	glider	inf	0
10	176	24	182	0.009745410599791917	0.009745410599791917	-0.047*x1*(x1 + 0.316) + sin(x2 + 3.138) + 0.015	0.998*x1 + 0.006 - 0.998*cos(x2)/x1	176	dso	all	glider	inf	0
9	173	23	141	0.011412641918437954	0.011412641918437954	-0.047*x1*(x1 + 0.316) + sin(x2 + 3.138) + 0.015	x1 - cos(x2 - 0.002)/x1	173	dso	all	glider	inf	0
11	196	22	92	0.011482142693534822	0.011482142693534822	(21.344 - sin(x2))*cos(0.068*x1) - 21.347	x1 - cos(x2)/x1	196	dso	all	glider	inf	0
8	172	21	119	0.011712931247509306	0.011712931247509306	-0.047*x1*(x1 + 0.316) + sin(x2 + 3.138) + 0.015	x1 - cos(x2)/x1	172	dso	all	glider	inf	0
6	148	20	96	0.015349455491538056	0.015349455491538056	-0.049*x1*(x1 + 0.091) + sin(x2 + 3.14)	x1 - cos(x2)/x1	148	dso	all	glider	inf	0
4	124	18	90	0.09703107965687689	0.09703107965687689	-0.302*x1 + cos(x2 + 1.52) + 0.382	x1 - cos(x2)/x1	124	dso	all	glider	inf	0
7	169	17	146	0.1294201435634591	0.1294201435634591	-0.047*x1*(x1 + 0.316) + sin(x2 + 3.138) + 0.015	5.256 - 0.139*x2	169	dso	all	glider	inf	0
5	145	16	123	0.13001103277114628	0.13001103277114628	-0.049*x1*(x1 + 0.091) + sin(x2 + 3.14)	5.256 - 0.139*x2	145	dso	all	glider	inf	0
3	120	12	99	0.1328634563594296	0.1328634563594296	-0.302*x1 + cos(x2 + 1.52) + 0.382	x1 + 0.098	120	dso	all	glider	inf	0
2	2	10	63	0.37367069950468484	0.37367069950468484	-0.19*x1	68.092/(x2 + 9.185)	2	dso	all	glider	inf	0
1	1	8	64	0.37799254885155037	0.37799254885155037	-0.19*x1	5.256 - 0.139*x2	1	dso	all	glider	inf	0
0	0	6	46	0.41824384236840373	0.41824384236840373	-0.19*x1	x1 + 0.098	0	dso	all	glider	inf	0
