	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	10	15	1.5739720919248184	1.5739720919248184	-0.305*x - 2.551*y	3.29*x	0	proged	numdif	all	stl	inf	0
1	14	22	1.4467297126061278	1.4467297126061278	-0.305*x - 2.551*y	3.238*x - 0.524*y	1	proged	numdif	all	stl	inf	0
2	8	13	3.6832528670637537	3.6832528670637537	0.168 - 2.516*y	3.29*x	2	proged	numdif	all	stl	inf	0
3	12	20	1.5595322423439308	1.5595322423439308	0.168 - 2.516*y	3.238*x - 0.524*y	3	proged	numdif	all	stl	inf	0
4	6	8	3.773800382475351	3.773800382475351	-2.521*y	3.29*x	4	proged	numdif	all	stl	inf	0
5	28	49	0.34102929167311274	0.34102929167311274	-0.155*x*y**2/(x + 1.404) - 2.955*y	0.483*x**5*y**2 + 2.948*x - 0.e-3	5	proged	numdif	all	stl	inf	0
6	15	23	0.7612750611481438	0.7612750611481438	-0.605*x**3*y**2 - 2.933*y	3.29*x	6	proged	numdif	all	stl	inf	0
7	17	28	0.7414796621881405	0.7414796621881405	-0.605*x**3*y**2 - 2.933*y	3.28*x - 0.127	7	proged	numdif	all	stl	inf	0
8	20	32	0.5876037280230619	0.5876037280230619	-0.605*x**3*y**2 - 2.933*y	1.37*x*y + 3.159*x	8	proged	numdif	all	stl	inf	0
9	22	35	0.4551891336054358	0.4551891336054358	-0.605*x**3*y**2 - 2.933*y	1.082*x*y**2 + 2.775*x	9	proged	numdif	all	stl	inf	0
10	25	43	0.43077873209657663	0.43077873209657663	-0.605*x**3*y**2 - 2.933*y	0.483*x**5*y**2 + 2.948*x - 0.e-3	10	proged	numdif	all	stl	inf	0
11	27	51	0.40433250459434456	0.40433250459434456	-0.974*x**3 - 0.814*x*y**2 + 0.928*x - 2.946*y + 0.012	1.37*x*y + 3.159*x	11	proged	numdif	all	stl	inf	0
12	29	54	0.25869829928486826	0.25869829928486826	-0.974*x**3 - 0.814*x*y**2 + 0.928*x - 2.946*y + 0.012	1.082*x*y**2 + 2.775*x	12	proged	numdif	all	stl	inf	0
13	16	28	0.7529297350712735	0.7529297350712735	-0.598*x**3*y**2 - 2.927*y + 0.049	3.29*x	13	proged	numdif	all	stl	inf	0
14	18	33	0.733659995544085	0.733659995544085	-0.598*x**3*y**2 - 2.927*y + 0.049	3.28*x - 0.127	14	proged	numdif	all	stl	inf	0
15	21	37	0.5365779457803105	0.5365779457803105	-0.598*x**3*y**2 - 2.927*y + 0.049	1.37*x*y + 3.159*x	15	proged	numdif	all	stl	inf	0
16	23	40	0.4467077577740587	0.4467077577740587	-0.598*x**3*y**2 - 2.927*y + 0.049	1.082*x*y**2 + 2.775*x	16	proged	numdif	all	stl	inf	0
17	26	48	0.423010331875288	0.423010331875288	-0.598*x**3*y**2 - 2.927*y + 0.049	0.483*x**5*y**2 + 2.948*x - 0.e-3	17	proged	numdif	all	stl	inf	0
