  index    complexity    length       TE    TE_inf  expr_x    expr_y               index_column  method    data_version    system      snr    init
      3            10        54  1.13687  0.814372  0.037*x2  -0.035*x1**2 + x1               3  dso       allonger        cphase       13       1
     15             9        38  2.88529  3.05005   sin(x2)   -0.035*x1**2 + x1              15  dso       allonger        cphase       13       1
      0             6        45  3.2305   3.45965   0.037*x2  0.056*x2                        0  dso       allonger        cphase       13       1
     13             4        14  3.46582  3.7283    sin(x2)   cos(x1)                        13  dso       allonger        cphase       13       1
