	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
11	115	29	244	6.914583173071065e-05	6.914583173071065e-05	-0.001*x2 + 0.8*sin(x1) + 0.8*sin(x2) + 1.998	0.6*sin(x2) + 4.53	115	dso	allonger	cphase	inf	3
10	111	24	184	6.932719680210296e-05	6.932719680210296e-05	-0.001*x2 + 0.8*sin(x1) + 0.8*sin(x2) + 1.998	0.6*sin(x2) + 4.53	111	dso	allonger	cphase	inf	3
9	108	21	174	6.954598456864581e-05	6.954598456864581e-05	-0.001*x2 + 0.8*sin(x1) + 0.8*sin(x2) + 1.998	0.6*sin(x2) + 4.53	108	dso	allonger	cphase	inf	3
8	107	19	150	6.956497255947501e-05	6.956497255947501e-05	-0.001*x2 + 0.8*sin(x1) + 0.8*sin(x2) + 1.998	0.6*sin(x2) + 4.53	107	dso	allonger	cphase	inf	3
7	94	18	140	0.020918674422357605	0.020918674422357605	0.801*sin(1.0*x1) + 0.801*sin(x2) + 1.953	0.6*sin(x2) + 4.53	94	dso	allonger	cphase	inf	3
6	81	16	122	0.02099721879527007	0.02099721879527007	0.801*sin(x1) + 0.801*sin(x2) + 1.953	0.6*sin(x2) + 4.53	81	dso	allonger	cphase	inf	3
5	66	11	81	0.03145088178488377	0.03145088178488377	sin(x1) + sin(x2) + 2.021	4.506	66	dso	allonger	cphase	inf	3
4	29	10	74	0.04122475600612297	0.04122475600612297	sin(x2) + 1.756	0.6*sin(x2) + 4.53	29	dso	allonger	cphase	inf	3
1	15	9	72	0.06049768329642839	0.06049768329642839	1.762 - 0.002*x2	sin(x2) + 4.56	15	dso	allonger	cphase	inf	3
3	28	8	55	0.1004636864809493	0.1004636864809493	sin(x2) + 1.756	sin(x2) + 4.56	28	dso	allonger	cphase	inf	3
2	26	7	50	0.8342242601703498	0.8342242601703498	sin(x2) + 1.756	0.178*x1	26	dso	allonger	cphase	inf	3
0	0	6	44	3.14939178434048	3.14939178434048	0.066*x1	0.178*x1	0	dso	allonger	cphase	inf	3
