	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
16	297	53	381	3.885941518394292e-05	3.885941518394292e-05	-0.001*x2 - 0.2*sin(x1) - sin(x1 - 3.142) + 0.6*cos(x2 - 1.554) - 0.2*cos(x2 + 1.52) + 1.999	(0.6 - 2.835517588130332e-5*cos(x2))*(7.546 - cos(x2 + 1.571))	297	dso	allonger	cphase	inf	0
15	292	40	317	3.948761596462429e-05	3.948761596462429e-05	-0.001*x2 - 0.2*sin(x1) - sin(x1 - 3.142) + 0.6*cos(x2 - 1.554) - 0.2*cos(x2 + 1.52) + 1.999	4.53 - 0.6*cos(x2 + 1.571)	292	dso	allonger	cphase	inf	0
14	291	38	295	3.949702009242626e-05	3.949702009242626e-05	-0.001*x2 - 0.2*sin(x1) - sin(x1 - 3.142) + 0.6*cos(x2 - 1.554) - 0.2*cos(x2 + 1.52) + 1.999	0.6*sin(x2) + 4.53	291	dso	allonger	cphase	inf	0
18	324	35	274	4.608016265064499e-05	4.608016265064499e-05	-0.001*x2 - 0.2*sin(x1) - sin(x1 - 3.142) - 0.2*cos(0.003*x1) - 0.8*cos(x2 + 7.854) + 2.199	4.53 - 0.6*cos(x2 + 1.571)	324	dso	allonger	cphase	inf	0
17	323	33	252	4.6089539022933105e-05	4.6089539022933105e-05	-0.001*x2 - 0.2*sin(x1) - sin(x1 - 3.142) - 0.2*cos(0.003*x1) - 0.8*cos(x2 + 7.854) + 2.199	0.6*sin(x2) + 4.53	323	dso	allonger	cphase	inf	0
13	243	32	248	4.896828540506243e-05	4.896828540506243e-05	-0.e-3*x1 - 0.e-3*x2 - sin(x1 - 2.247) + 0.8*sin(x1 - 1.351) - 0.8*cos(x2 + 1.57) + 2.001	0.6*sin(x2) + 4.53	243	dso	allonger	cphase	inf	0
12	228	29	221	5.952255996673395e-05	5.952255996673395e-05	-0.001*x2 - 0.2*sin(x1) - sin(x1 - 3.142) - 0.8*cos(x2 + 1.571) + 1.999	4.53 - 0.6*cos(x2 + 1.571)	228	dso	allonger	cphase	inf	0
11	227	27	199	5.95331489086462e-05	5.95331489086462e-05	-0.001*x2 - 0.2*sin(x1) - sin(x1 - 3.142) - 0.8*cos(x2 + 1.571) + 1.999	0.6*sin(x2) + 4.53	227	dso	allonger	cphase	inf	0
10	212	23	189	6.033241114246335e-05	6.033241114246335e-05	-0.001*x2 + 0.8*sin(x1) + 0.8*cos(x2 - 1.571) + 1.999	4.53 - 0.6*cos(x2 + 1.571)	212	dso	allonger	cphase	inf	0
9	211	21	167	6.034304868857724e-05	6.034304868857724e-05	-0.001*x2 + 0.8*sin(x1) + 0.8*cos(x2 - 1.571) + 1.999	0.6*sin(x2) + 4.53	211	dso	allonger	cphase	inf	0
8	148	20	164	0.02002312976923721	0.02002312976923721	0.8*sin(x1) + 0.801*cos(x2 - 1.571) + 1.953	4.53 - 0.6*cos(x2 + 1.571)	148	dso	allonger	cphase	inf	0
7	147	18	142	0.020023155597451707	0.020023155597451707	0.8*sin(x1) + 0.801*cos(x2 - 1.571) + 1.953	0.6*sin(x2) + 4.53	147	dso	allonger	cphase	inf	0
6	113	15	121	0.02034618209993553	0.02034618209993553	sin(x1) - 0.8*cos(x2 + 1.565) + 1.999	4.515	113	dso	allonger	cphase	inf	0
5	81	11	81	0.025047200693409745	0.025047200693409745	sin(x1) + sin(x2) + 2.012	4.515	81	dso	allonger	cphase	inf	0
4	35	10	73	0.034756111473801525	0.034756111473801525	sin(x2) + 1.78	0.6*sin(x2) + 4.53	35	dso	allonger	cphase	inf	0
1	18	9	72	0.0533649844919946	0.0533649844919946	1.798 - 0.002*x2	sin(x2) + 4.554	18	dso	allonger	cphase	inf	0
3	34	8	55	0.09242534840868855	0.09242534840868855	sin(x2) + 1.78	sin(x2) + 4.554	34	dso	allonger	cphase	inf	0
2	32	7	48	0.8848091739779876	0.8848091739779876	sin(x2) + 1.78	0.184*x1	32	dso	allonger	cphase	inf	0
0	0	6	42	3.486997376307431	3.486997376307431	0.069*x1	0.184*x1	0	dso	allonger	cphase	inf	0
