  complexity    length        TE    TE_inf  expr_x                 expr_y                                       index_column  method    exp_type    data_version    system      snr    init
           6         8  7.46197   7.46197   -3.488*y               2.525*x                                                 0  proged    numdif      allonger        stl         inf       2
          10        15  2.58714   2.58714   -3.488*y               2.538*x - 0.268*y                                       1  proged    numdif      allonger        stl         inf       2
           8        13  7.39088   7.39088   -3.488*y               2.524*x + 0.111                                         2  proged    numdif      allonger        stl         inf       2
           9        13  6.03277   6.03277   -2.794*x**2*y          2.525*x                                                 3  proged    numdif      allonger        stl         inf       2
          12        18  2.20369   2.20369   -0.876*x**3 - 3.079*y  2.525*x                                                 4  proged    numdif      allonger        stl         inf       2
          16        25  1.88308   1.88308   -0.876*x**3 - 3.079*y  2.538*x - 0.268*y                                       5  proged    numdif      allonger        stl         inf       2
          14        23  2.18281   2.18281   -0.876*x**3 - 3.079*y  2.524*x + 0.111                                         6  proged    numdif      allonger        stl         inf       2
          20        35  1.20275   1.20275   -0.876*x**3 - 3.079*y  -0.932*x**2*y + 2.94*x + 0.029                          7  proged    numdif      allonger        stl         inf       2
          23        42  0.969121  0.969121  -0.876*x**3 - 3.079*y  -0.958*x**2*y + 2.944*x + 0.152*y + 0.033               8  proged    numdif      allonger        stl         inf       2
          19        30  1.20283   1.20283   -0.876*x**3 - 3.079*y  -0.934*x**2*y + 2.941*x                                 9  proged    numdif      allonger        stl         inf       2
          22        37  0.972479  0.972479  -0.876*x**3 - 3.079*y  -0.959*x**2*y + 2.945*x + 0.15*y                       10  proged    numdif      allonger        stl         inf       2
          18        28  1.30145   1.30145   -0.876*x**3 - 3.079*y  -0.365*x**3 + 3.168*x                                  11  proged    numdif      allonger        stl         inf       2
